mseq,Index,S
757,756,-6.0907345
758,757,-6.546114
759,758,-6.5685296
760,759,-6.0949397
761,760,-5.1162271
762,761,-7.172471
763,762,-4.8809624
764,763,-5.2265534
765,764,-5.9318399
766,765,-5.5295558
767,766,-6.31043
768,767,-7.3394208
769,768,-5.9850636
770,769,-6.5620508
771,770,-5.2937102
772,771,-4.9951563
773,772,-4.7242041
774,773,-5.4162269
775,774,-7.4140768
776,775,-5.9312391
777,776,-5.4704475
779,778,-5.2641253
780,779,-5.2554798
781,780,-5.1965475
782,781,-5.4096575
783,782,-8.581624
784,783,-4.8910632
785,784,-5.9783092
787,786,-4.4081063
788,787,-5.0900326
790,789,-5.6245098
791,790,-4.0324268
792,791,-7.7120204
793,792,-6.0118504
794,793,-5.1770668
795,794,-4.5097842
796,795,-5.4716597
797,796,-6.9474249
798,797,-4.2467027
799,798,-7.5637822
801,800,-7.36129
802,801,-8.0673618
804,803,-6.2188592
805,804,-5.1142821
806,805,-3.9007881
808,807,-6.9375129
809,808,-6.2499771
810,809,-5.3040738
811,810,-7.2480392
812,811,-6.7002635
813,812,-5.2639036
814,813,-7.870892
815,814,-6.0299082
816,815,-6.9456611
817,816,-6.1366792
818,817,-5.0791044
819,818,-6.2117581
820,819,-6.8383117
821,820,-4.7591891
822,821,-6.9071922
823,822,-6.2606273
824,823,-6.3813219
825,824,-8.667078
826,825,-5.2585502
827,826,-4.7825856
828,827,-8.7089977
829,828,-6.8483286
830,829,-7.5755863
831,830,-7.039042
832,831,-4.65136
833,832,-7.8730817
834,833,-4.7453713
835,834,-5.8476653
836,835,-5.4637771
837,836,-5.4072833
838,837,-4.4609838
839,838,-5.5509839
840,839,-8.7778225
841,840,-6.0915432
842,841,-4.7194486
843,842,-9.7171001
844,843,-5.7462854
845,844,-5.5711818
846,845,-9.7154379
847,846,-5.4447169
848,847,-6.9206848
849,848,-5.4371986
850,849,-4.6705637
851,850,-4.4454823
852,851,-5.162499
853,852,-4.8909569
854,853,-6.0227242
855,854,-9.1703501
856,855,-5.16749
857,856,-4.6279974
858,857,-5.057579
859,858,-5.0677514
860,859,-5.1416831
861,860,-5.1154909
862,861,-5.3770809
863,862,-6.2878275
864,863,-4.5905647
865,864,-5.1664762
866,865,-5.4267492
867,866,-5.1724491
868,867,-4.7110357
869,868,-7.0576491
870,869,-5.2395949
871,870,-4.5430341
872,871,-4.7235107
873,872,-5.8723454
874,873,-5.8525801
875,874,-4.5335245
876,875,-4.6123357
877,876,-6.3614421
878,877,-6.0999184
879,878,-6.8592987
880,879,-5.8236299
881,880,-7.255291
882,881,-9.1352043
883,882,-5.2744708
884,883,-5.213903
885,884,-5.6428781
886,885,-5.2493944
887,886,-4.6707263
888,887,-6.5642438
889,888,-5.3797116
890,889,-7.1019511
891,890,-5.2957363
892,891,-5.4461255
893,892,-8.396039
894,893,-8.1976404
895,894,-4.9078908
896,895,-5.256567
897,896,-5.4808259
898,897,-5.8093185
899,898,-4.5817509
900,899,-6.0390272
901,900,-6.3878465
902,901,-7.5581141
903,902,-5.0822759
904,903,-6.2935357
905,904,-2.7092547
906,905,-5.5310369
907,906,-8.5450106
908,907,-5.9548073
909,908,-5.8477712
910,909,-3.4553897
911,910,-6.1449618
912,911,-4.5291743
913,912,-5.0493531
914,913,-4.4202271
915,914,-4.5060687
916,915,-5.8061585
917,916,-5.4465947
918,917,-5.9856639
919,918,-8.2952442
920,919,-6.3632674
921,920,-4.7792358
922,921,-5.4647751
923,922,-4.6867456
924,923,-5.7572017
925,924,-6.5719366
926,925,-5.4458623
927,926,-5.3945961
928,927,-4.5519576
929,928,-6.6593242
930,929,-5.5974717
931,930,-4.4075961
932,931,-7.3285494
933,932,-5.6208525
934,933,-6.4721479
935,934,-6.5786119
936,935,-4.7786264
937,936,-6.7537646
938,937,-5.9770679
939,938,-4.9441996
940,939,-6.1286983
941,940,-6.6978674
942,941,-6.643724
944,943,-5.9132361
945,944,-5.4191203
946,945,-9.2221117
947,946,-6.4016447
948,947,-4.3538771
949,948,-6.0551143
950,949,-4.9632244
951,950,-7.3794742
952,951,-4.8361349
953,952,-5.027782
954,953,-4.6972923
955,954,-4.1360025
956,955,-4.2484355
957,956,-5.2103462
958,957,-3.9811988
959,958,-3.9977014
960,959,-5.4796538
961,960,-4.8550553
962,961,-5.4742684
963,962,-5.3178205
964,963,-6.2305803
965,964,-5.8509421
966,965,-5.1060987
967,966,-5.5672493
968,967,-5.9645286
969,968,-5.6431808
970,969,-4.3555174
971,970,-4.7559371
972,971,-5.4308591
973,972,-5.1193309
974,973,-6.8528566
975,974,-4.7226906
976,975,-5.5037308
977,976,-6.8141818
978,977,-5.4783516
979,978,-5.4232521
980,979,-5.5463319
981,980,-4.6089864
982,981,-4.2930112
983,982,-6.339407
984,983,-5.2527432
985,984,-8.7606964
986,985,-4.8509059
988,987,-7.6142888
989,988,-6.8933306
990,989,-10.298224
991,990,-6.683372
992,991,-4.4157686
993,992,-5.2618256
994,993,-5.139792
995,994,-9.4518099
996,995,-7.582438
997,996,-7.3830357
998,997,-5.1027479
999,998,-10.173049
1000,999,-7.4051156
1000,999,-6.2811913
