mseq,Index,S
107,106,-5.65518
108,107,-5.5382466
109,108,-4.8541179
110,109,-5.7025986
111,110,-6.9276028
112,111,-8.314888
113,112,-8.7898283
114,113,-6.8986325
116,115,-5.6526432
118,117,-7.5088515
119,118,-8.5048704
121,120,-7.2239265
122,121,-4.1414919
123,122,-4.6212754
124,123,-8.4802351
125,124,-9.6572399
126,125,-5.9650788
127,126,-5.7918105
130,129,-6.7767501
131,130,-7.5148354
133,132,-6.78263
134,133,-6.3686495
136,135,-5.87883
138,137,-8.8680983
139,138,-10.087989
140,139,-6.5237308
141,140,-8.7774582
142,141,-5.4592814
143,142,-5.3179636
144,143,-4.6144915
145,144,-4.7112894
146,145,-4.2798839
147,146,-4.1393461
148,147,-6.4178138
149,148,-4.0441685
150,149,-3.9277661
151,150,-7.2024617
152,151,-5.148808
153,152,-5.9802895
154,153,-5.0742073
155,154,-4.479351
156,155,-5.5720863
157,156,-5.4832864
158,157,-5.9673696
159,158,-5.1715212
160,159,-6.0314837
161,160,-4.6752853
162,161,-7.0636053
163,162,-5.8961658
164,163,-5.5293007
165,164,-5.5706797
166,165,-4.6895642
168,167,-5.9820828
169,168,-5.3648057
170,169,-7.6015334
171,170,-6.8497682
172,171,-4.7252569
174,173,-5.8505182
175,174,-5.0302076
176,175,-8.0170937
177,176,-7.7122526
178,177,-6.3574772
179,178,-6.3988695
180,179,-5.1859598
181,180,-6.1892052
182,181,-8.0033083
183,182,-7.5564122
184,183,-7.0117893
185,184,-4.7893524
186,185,-7.1666694
187,186,-6.7603922
188,187,-5.5150023
189,188,-5.1127539
190,189,-6.5418429
191,190,-6.3163867
192,191,-5.09832
195,194,-5.1503019
196,195,-5.9773259
197,196,-5.4482183
198,197,-8.444128
199,198,-6.6517997
200,199,-7.4627652
201,200,-6.3588185
202,201,-6.6922369
203,202,-6.3894882
205,204,-7.3665276
206,205,-5.1804614
207,206,-8.0299273
208,207,-5.1104922
209,208,-6.7781701
211,210,-5.1791201
212,211,-5.4824157
213,212,-5.3878865
214,213,-5.3698039
215,214,-5.9929953
216,215,-5.7490439
217,216,-4.8138537
218,217,-4.1663799
219,218,-5.7589355
220,219,-7.5304661
221,220,-6.5789618
222,221,-8.1983614
223,222,-5.5299258
224,223,-6.0122213
225,224,-7.2622237
226,225,-5.9957581
227,226,-5.5395265
228,227,-8.8704634
229,228,-9.1471863
230,229,-9.7042656
231,230,-5.016397
232,231,-9.9336891
233,232,-7.5778432
234,233,-8.2584591
235,234,-4.3784909
236,235,-5.5211596
237,236,-6.3329763
239,238,-4.9607878
240,239,-5.1560955
241,240,-3.6870584
242,241,-6.8600836
243,242,-4.1897869
244,243,-5.9603386
246,245,-5.6765451
247,246,-4.3731866
248,247,-5.6457081
251,250,-4.8166432
253,252,-6.5029521
255,254,-5.0395226
258,257,-8.2697735
259,258,-8.6570978
261,260,-5.3145385
262,261,-5.1471562
264,263,-6.0100904
265,264,-4.5944018
266,265,-10.215968
268,267,-5.6908479
272,271,-8.1774197
273,272,-8.2097998
275,274,-9.3755674
277,276,-5.7253084
278,277,-4.8381433
280,279,-7.6748476
281,280,-8.9340191
282,281,-7.994916
284,283,-8.2888975
285,284,-4.9633088
286,285,-5.2066617
288,287,-9.8356295
291,290,-4.9136753
292,291,-4.0820646
294,293,-5.1618676
295,294,-7.6832852
297,296,-7.691062
298,297,-8.1063251
299,298,-8.0612392
300,299,-8.6364126
301,300,-9.0831671
302,301,-6.9753895
303,302,-5.5273337
304,303,-4.775425
305,304,-7.9838376
306,305,-8.8342829
307,306,-7.3752484
309,308,-5.6067123
311,310,-6.9652815
312,311,-8.3680344
314,313,-5.9239149
315,314,-6.9152985
316,315,-6.0397925
319,318,-7.8118324
320,319,-6.6754794
321,320,-6.3153243
323,322,-9.0248432
324,323,-9.4171209
325,324,-4.1993303
326,325,-4.6214905
327,326,-5.3700156
328,327,-5.1728721
329,328,-4.7340803
330,329,-8.0184498
331,330,-5.1887307
332,331,-7.008316
333,332,-5.690886
334,333,-7.167665
335,334,-7.188868
336,335,-5.5164351
337,336,-6.4817634
338,337,-6.4160681
339,338,-7.4491601
340,339,-7.4761238
341,340,-5.5811691
342,341,-8.6707487
343,342,-7.6218114
344,343,-7.3948388
345,344,-8.4196386
346,345,-5.3842897
347,346,-5.2456589
348,347,-5.8817515
349,348,-8.414403
350,349,-5.0689902
351,350,-7.8118138
352,351,-7.658401
353,352,-8.9132538
354,353,-6.056715
355,354,-8.8447161
356,355,-5.3848748
357,356,-6.6246362
358,357,-5.6729102
359,358,-8.7681017
360,359,-8.1125212
361,360,-8.9168787
362,361,-5.5986681
364,363,-4.9354916
365,364,-8.5988836
366,365,-5.301805
367,366,-5.7030706
368,367,-6.0166078
369,368,-9.4083796
370,369,-7.3818021
372,371,-5.4412298
373,372,-6.2534695
374,373,-4.8151693
375,374,-5.1854763
376,375,-5.8845248
377,376,-7.7410884
378,377,-5.3281984
379,378,-5.8458056
380,379,-5.9493136
381,380,-6.9449191
382,381,-5.721169
383,382,-6.2247343
384,383,-5.8798656
385,384,-5.1347561
386,385,-7.4374185
387,386,-6.0357885
389,388,-5.5284338
390,389,-7.8431416
391,390,-5.9619598
392,391,-7.7305622
393,392,-5.3189945
394,393,-6.0273957
395,394,-6.1016603
396,395,-6.4514432
397,396,-5.6859403
398,397,-6.3264322
399,398,-5.8232746
400,399,-6.833312
401,400,-7.7932916
402,401,-6.2449684
403,402,-5.6777673
404,403,-6.6021991
405,404,-6.6706343
406,405,-6.2717767
407,406,-7.7855787
408,407,-5.7888041
409,408,-6.5971642
410,409,-7.0464234
411,410,-7.5532427
412,411,-7.0438943
413,412,-5.9698734
414,413,-8.4630728
416,415,-6.2971725
417,416,-6.4519186
418,417,-9.5807467
419,418,-8.2344322
420,419,-7.253274
421,420,-6.5119944
422,421,-8.203701
423,422,-4.8605285
424,423,-4.5791597
425,424,-5.0763326
426,425,-5.4138937
427,426,-7.8236108
428,427,-5.5807958
429,428,-5.3887124
430,429,-5.729907
431,430,-6.3039908
432,431,-5.7855287
433,432,-5.6714134
434,433,-7.3062983
435,434,-5.6685677
436,435,-7.3277111
437,436,-7.200489
438,437,-7.6386094
439,438,-5.9165359
440,439,-8.9534712
441,440,-8.4755068
442,441,-5.1831212
443,442,-8.385849
444,443,-5.5750513
445,444,-7.2602282
446,445,-7.2144313
447,446,-6.6746788
448,447,-6.3560543
449,448,-6.1586928
450,449,-7.9537539
451,450,-5.3863783
452,451,-5.2853684
453,452,-5.6049223
454,453,-5.6810756
455,454,-6.5103087
460,459,-5.842988
461,460,-8.0836849
462,461,-8.219348
463,462,-4.9554629
464,463,-6.2946472
465,464,-10.071733
467,466,-7.1739888
470,469,-4.9837232
471,470,-5.2458248
473,472,-6.6950798
474,473,-5.351932
475,474,-8.4105787
476,475,-6.1857553
477,476,-6.8367114
478,477,-8.0583744
480,479,-7.7249117
481,480,-8.2561474
483,482,-9.8649197
484,483,-4.6773143
486,485,-8.0913858
487,486,-5.8655705
488,487,-5.6768909
489,488,-6.3070188
490,489,-6.5937462
491,490,-6.0697088
492,491,-6.2291436
493,492,-5.7066588
494,493,-5.6069818
495,494,-6.2762241
496,495,-5.9917088
497,496,-7.4914126
498,497,-5.1668539
499,498,-6.4831915
500,499,-6.1465454
501,500,-4.3606625
502,501,-6.9788499
503,502,-5.772738
504,503,-5.9330854
505,504,-5.0706801
507,506,-5.6955299
508,507,-8.5883255
509,508,-5.4016767
510,509,-4.3433967
511,510,-6.2328315
512,511,-9.2165051
513,512,-8.2507544
514,513,-5.9797063
515,514,-6.8871241
517,516,-6.2250123
518,517,-9.6042023
519,518,-5.2965989
520,519,-8.2141142
521,520,-4.5259395
522,521,-7.6948695
524,523,-8.1216812
526,525,-8.3258295
527,526,-11.192308
528,527,-7.625257
529,528,-6.6415234
531,530,-7.9695959
532,531,-8.922389
533,532,-5.761919
534,533,-8.2069197
535,534,-5.7848358
536,535,-4.4117165
537,536,-5.1848893
538,537,-4.911458
539,538,-5.7272363
540,539,-5.1720757
541,540,-5.1025386
542,541,-5.3647861
543,542,-4.541306
544,543,-5.1043649
545,544,-8.0414305
546,545,-5.5438514
547,546,-5.3116846
548,547,-6.1004829
549,548,-5.5861006
550,549,-5.475203
551,550,-5.5262747
552,551,-5.942482
553,552,-6.117002
554,553,-4.7794118
555,554,-5.6857338
556,555,-5.7925725
557,556,-5.8727565
558,557,-6.602519
559,558,-10.052221
561,560,-8.9901075
562,561,-6.8868194
563,562,-7.4016752
564,563,-6.4992108
565,564,-6.7201257
566,565,-6.7911835
567,566,-5.1509914
568,567,-6.933105
569,568,-5.4252992
570,569,-7.9876971
571,570,-6.0167027
572,571,-5.1787782
573,572,-6.0591173
574,573,-9.4786234
575,574,-7.8950815
576,575,-5.874198
577,576,-5.9114919
578,577,-6.5485082
579,578,-6.0982409
580,579,-4.2903376
581,580,-5.6998873
582,581,-6.2325768
583,582,-6.2937055
584,583,-4.7659302
585,584,-4.8628922
586,585,-7.5625606
587,586,-4.8937416
589,588,-5.6910758
590,589,-6.1808019
591,590,-7.3788915
592,591,-5.4212627
593,592,-5.1807408
594,593,-5.9686818
595,594,-6.1647325
596,595,-10.651199
597,596,-7.1422606
598,597,-8.8628445
599,598,-8.5682526
600,599,-7.0686436
601,600,-8.0641232
602,601,-5.7319784
603,602,-4.3637953
604,603,-10.00453
605,604,-4.8470607
606,605,-4.2275925
607,606,-9.1723595
608,607,-4.4597239
609,608,-8.1877909
610,609,-7.804987
611,610,-8.6488867
612,611,-6.3443995
613,612,-7.4110403
614,613,-6.9445133
615,614,-5.9029822
616,615,-8.1751471
618,617,-9.3300152
619,618,-9.7162819
620,619,-9.7468243
621,620,-8.3184977
622,621,-5.5270042
623,622,-7.8958573
624,623,-6.7354913
625,624,-7.3817711
626,625,-6.6038089
627,626,-8.200922
629,628,-4.1999373
632,631,-5.9713707
633,632,-10.629145
634,633,-7.9347019
636,635,-7.9719062
637,636,-6.8364744
638,637,-8.8821297
639,638,-6.9743619
640,639,-8.6686516
641,640,-8.0660706
642,641,-9.4726381
643,642,-8.4357395
650,649,-6.9669709
651,650,-5.936223
654,653,-6.9401774
655,654,-6.1302824
656,655,-7.6029739
657,656,-6.7872996
658,657,-6.5046625
659,658,-7.9302578
660,659,-9.2278442
661,660,-8.4097023
662,661,-5.9629679
665,664,-8.607522
666,665,-9.4688749
670,669,-11.104905
671,670,-9.9916916
672,671,-7.9160352
673,672,-6.9070392
679,678,-7.044991
680,679,-5.5447421
682,681,-5.8092704
683,682,-8.4019909
684,683,-8.2457094
685,684,-6.110549
686,685,-7.7823982
687,686,-6.1842904
688,687,-5.9903755
689,688,-8.9178619
690,689,-8.9547987
691,690,-7.4831743
692,691,-8.8775053
693,692,-8.1417379
694,693,-7.5803285
695,694,-7.0334249
696,695,-5.6454659
697,696,-9.4113064
698,697,-8.0053339
699,698,-7.8637004
700,699,-8.9105873
701,700,-5.4564939
702,701,-5.5048108
703,702,-6.9333725
704,703,-9.2575207
705,704,-10.572659
706,705,-8.4661922
707,706,-9.2601986
708,707,-8.0545311
709,708,-8.3968744
710,709,-9.3632946
711,710,-7.5811934
712,711,-8.7130203
713,712,-8.6176147
714,713,-5.7128172
715,714,-5.5008106
716,715,-4.6380172
717,716,-10.024207
718,717,-8.1554565
719,718,-7.867321
720,719,-4.8550138
721,720,-5.9991479
722,721,-7.5335488
723,722,-8.2388306
724,723,-7.8460436
725,724,-5.666553
726,725,-7.4290338
727,726,-7.764607
728,727,-8.4496517
729,728,-9.1803608
730,729,-7.8133159
731,730,-7.1774163
732,731,-8.2516279
733,732,-7.7846341
734,733,-7.7305851
735,734,-8.852582
736,735,-6.5940986
737,736,-4.4677143
738,737,-8.3542452
739,738,-8.2746382
740,739,-8.384037
741,740,-7.9157519
742,741,-9.3726387
743,742,-8.9776688
744,743,-8.9691877
745,744,-5.3475866
746,745,-6.7076292
747,746,-7.8684816
748,747,-6.5164294
749,748,-7.9817119
750,749,-5.7547631
751,750,-7.9725189
752,751,-7.6880412
753,752,-9.1966343
754,753,-7.8336105
755,754,-6.5768104
756,755,-5.037025
757,756,-7.8663497
758,757,-6.259469
759,758,-8.4537344
760,759,-5.4423351
761,760,-5.3766088
762,761,-5.976088
763,762,-5.190722
764,763,-7.6043096
765,764,-8.2139797
767,766,-7.3104119
768,767,-5.3889699
769,768,-4.6787329
770,769,-5.590827
771,770,-6.4036908
772,771,-9.5865297
773,772,-8.7261448
774,773,-5.6433573
775,774,-8.6904478
776,775,-7.136466
777,776,-6.7933908
778,777,-4.7789187
779,778,-4.7354875
780,779,-4.9222512
781,780,-4.7080059
782,781,-4.6884174
783,782,-6.9854941
784,783,-10.2521
785,784,-10.169339
786,785,-5.5834846
787,786,-5.8091969
788,787,-5.946023
789,788,-5.7982016
790,789,-5.1755843
791,790,-4.491828
792,791,-6.2530885
793,792,-8.2140913
794,793,-5.1300731
795,794,-6.2679296
796,795,-5.9187655
797,796,-5.1503892
798,797,-4.76161
799,798,-5.7036943
800,799,-6.2627201
801,800,-8.363204
802,801,-8.3780622
803,802,-8.1144657
804,803,-8.7950497
805,804,-7.9887743
806,805,-5.1130877
807,806,-5.8411078
808,807,-7.5346584
809,808,-4.7137842
810,809,-5.4508729
811,810,-7.0954475
812,811,-7.6469522
813,812,-7.4588146
814,813,-4.890553
815,814,-9.2826052
816,815,-4.8024096
818,817,-6.5614152
819,818,-8.8740292
820,819,-7.6834607
821,820,-8.109251
823,822,-5.9612885
824,823,-4.9947863
825,824,-9.4656639
826,825,-5.5618863
828,827,-6.2177749
833,832,-8.6470232
834,833,-6.8680096
835,834,-6.72088
836,835,-5.4727311
838,837,-6.6002626
839,838,-7.6632228
840,839,-8.0579576
841,840,-6.2182016
843,842,-8.338562
845,844,-4.7093291
846,845,-8.2901983
847,846,-10.404906
850,849,-8.6095505
851,850,-8.1237526
854,853,-7.6364946
855,854,-8.2630539
856,855,-7.1575341
857,856,-6.8742328
858,857,-8.5895519
859,858,-7.7090836
860,859,-7.1119604
861,860,-7.5364823
863,862,-8.1183481
864,863,-8.6559896
865,864,-9.0658894
866,865,-8.7699013
867,866,-8.2139311
869,868,-4.2169971
871,870,-8.1996489
872,871,-6.726223
873,872,-9.0047979
874,873,-9.4277945
875,874,-7.0061302
880,879,-6.2059016
881,880,-7.6017942
882,881,-6.3370471
883,882,-8.996109
885,884,-7.1347618
886,885,-5.9097614
887,886,-7.9778199
888,887,-9.0168829
889,888,-8.4569693
890,889,-7.0898581
891,890,-8.3446236
892,891,-9.1334257
893,892,-8.3488932
894,893,-6.0368109
895,894,-6.668159
896,895,-6.5099506
897,896,-4.6211081
898,897,-9.8303804
899,898,-8.4373636
900,899,-6.7110057
901,900,-8.5735121
902,901,-4.5590935
903,902,-9.0366344
904,903,-8.4800968
905,904,-8.3509645
906,905,-8.6601439
907,906,-9.9536438
908,907,-9.4310532
909,908,-7.0582809
910,909,-6.7692838
911,910,-8.4951754
912,911,-6.4224753
913,912,-7.5566845
914,913,-8.0112019
915,914,-8.375123
916,915,-7.4189754
917,916,-8.5278387
918,917,-7.8029876
919,918,-7.779511
920,919,-6.1832585
921,920,-6.5345097
922,921,-7.8852367
923,922,-6.4377475
924,923,-7.0208683
925,924,-6.4492927
926,925,-8.3087311
927,926,-8.2227259
928,927,-8.6728306
929,928,-7.9479485
930,929,-8.7809534
931,930,-8.3283281
932,931,-8.856041
933,932,-4.7974877
934,933,-8.9328098
935,934,-7.9812737
936,935,-7.1319628
937,936,-7.6768951
938,937,-9.021472
939,938,-8.3883915
940,939,-8.2681551
941,940,-7.9703708
942,941,-8.515274
943,942,-5.7269912
944,943,-8.8293009
945,944,-6.3882971
946,945,-7.4291587
947,946,-7.1078248
948,947,-7.2659125
949,948,-7.0166249
950,949,-8.965085
951,950,-6.5411463
952,951,-7.2070842
953,952,-6.4242806
954,953,-8.5946522
955,954,-6.5285602
956,955,-10.338944
957,956,-7.2402186
958,957,-6.80934
959,958,-6.1162953
960,959,-8.3330603
961,960,-7.1300187
962,961,-6.3196731
963,962,-7.8668642
964,963,-6.8352995
965,964,-8.1623335
966,965,-6.4509254
967,966,-8.3392372
968,967,-7.532413
969,968,-8.2980442
970,969,-7.6596341
971,970,-4.1784492
972,971,-8.5004187
973,972,-8.8997259
974,973,-6.1967554
975,974,-7.5538683
976,975,-5.3397141
977,976,-5.7051444
978,977,-7.5978785
979,978,-7.8097849
980,979,-6.9076014
981,980,-6.6647949
982,981,-5.8805861
983,982,-5.720952
984,983,-4.7677898
986,985,-4.3784189
987,986,-7.663445
988,987,-5.2247415
989,988,-9.7850962
991,990,-5.0704398
992,991,-5.5089569
995,994,-5.4247551
996,995,-6.1172342
997,996,-5.2678661
998,997,-6.1897655
999,998,-6.6696444
1000,999,-5.7914715
