Canonical SMILES,Molecular Weight,LogP,Labute ASA,TPSA,Num H Donors,Num H Acceptors,Num Rotatable Bonds,Num Rings
O.OC(N1CCNCC1)(C(F)(F)F)C(F)(F)F,270.17299999999994,-0.11990000000000056,92.50096801265916,67.0,2.0,3.0,1.0,1.0
NC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,285.0559999999999,3.0060999999999996,85.35979961461727,26.02,1.0,1.0,3.0,0.0
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)[C](F)(F)[Cd][C](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,750.4920000000004,8.461500000000004,205.39552001928786,0.0,0.0,0.0,10.0,0.0
C=C(F)C(F)(F)OC(F)(C(F)(F)F)C(F)(F)OC(F)(C(=O)O)C(F)(F)F,422.093,4.2292000000000005,132.30399146011277,55.760000000000005,1.0,3.0,7.0,0.0
O=C(O)C(F)(F)OC(F)(F)/C(F)=C(\F)C(F)(F)F,292.05299999999994,2.9861,91.4334782757111,46.53,1.0,2.0,4.0,0.0
C[N+](C)(C)CCCN(CCC(=O)[O-])S(=O)(=O)C(F)(F)C(F)(F)F,370.34,0.009599999999999609,130.66251975808373,77.51,0.0,4.0,9.0,0.0
OC(CC1CC2C=CC1C2)(C(F)(F)F)C(F)(F)F,274.2039999999999,3.4444000000000017,99.47485300230632,20.23,1.0,1.0,2.0,2.0
FC(OC(F)(F)C(F)Cl)C(F)(F)F,234.49799999999996,2.9881,72.40963664789157,9.23,0.0,1.0,3.0,0.0
CCC[N+](CCC)(CCC)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[I-],517.2579999999999,2.895500000000001,164.4518568291507,0.0,0.0,0.0,11.0,0.0
O=S(=O)(O)C1(F)C(F)(F)C(F)(F)C(F)(C(F)(F)C(F)(F)F)C1(F)F,412.12299999999993,3.3654,121.70366880876163,54.370000000000005,1.0,2.0,2.0,1.0
CCCN(CC(=O)O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,399.23099999999994,2.5385,128.62497198419672,74.68,1.0,3.0,8.0,0.0
CCN(CCC[N+](C)(C)CCC(=O)[O-])S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)F,434.37399999999997,1.0349999999999995,151.7234747927294,77.51,0.0,4.0,11.0,0.0
O=C(O)CCCCNC(=O)SCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,823.3530000000004,9.624799999999997,262.60178643577774,66.4,2.0,3.0,18.0,0.0
CCOP(=O)(CCCN(CC)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OCC,705.3640000000001,7.261200000000006,225.6030671459013,72.91,0.0,5.0,17.0,0.0
CCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)C(F)F,292.25399999999996,0.7220000000000001,101.40147384190625,66.01,0.0,4.0,3.0,1.0
O=S(=O)(F)OC(F)(F)C(F)(F)Cl,234.52899999999997,1.6417000000000002,68.47858091369787,43.370000000000005,0.0,3.0,3.0,0.0
O=S(=O)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,302.08899999999994,2.7114,86.41032682467569,34.14,0.0,2.0,3.0,0.0
O=C1C=NC(C(F)(F)F)(C(F)(F)F)O1,221.05599999999995,1.4348999999999998,72.35679056485492,38.66,0.0,3.0,0.0,1.0
O=C(F)C(F)(F)C(=O)F,144.023,0.6139000000000001,46.454321068415226,34.14,0.0,2.0,2.0,0.0
CCC(CN)C(F)(F)C(F)(F)C(F)(F)F.Cl,277.61099999999993,3.2260000000000013,93.58063548425498,26.02,1.0,1.0,4.0,0.0
O=S(=O)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,452.10999999999996,4.6173,130.4983655854229,34.14,0.0,2.0,6.0,0.0
CCN(CCOCCCO)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,529.315,3.7334000000000036,171.69890518295122,66.84,1.0,4.0,13.0,0.0
Fc1c(F)c(F)c([Si](Cl)(Cl)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c(F)c1F,613.1420000000002,7.637800000000004,190.7288167280249,0.0,0.0,0.0,8.0,1.0
C[N+](C)(CCO)CCCN(CC[O-])S(=O)(=O)C(F)(F)C(F)(F)F,372.35599999999994,-0.4075999999999991,131.29523141023597,80.67,1.0,4.0,10.0,0.0
OCCC(F)(F)F,114.06600000000002,0.9311,38.75997521759748,20.23,1.0,1.0,1.0,0.0
Oc1ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,312.131,4.3169,105.17522395561554,20.23,1.0,1.0,3.0,1.0
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)CI,359.957,3.8895999999999997,90.95067623279574,0.0,0.0,0.0,3.0,0.0
CCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,796.3400000000004,12.31299999999999,254.8724913091666,0.0,0.0,0.0,19.0,0.0
FC(F)(F)C(F)(F)C(F)(F)C(Cc1ccc(P(c2ccccc2)c2ccc(CC(C(F)(F)F)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F)cc2)cc1)(C(F)(F)F)C(F)(F)F,926.4100000000008,12.417599999999991,312.45838699013285,0.0,0.0,0.0,11.0,3.0
CCN(CCC[N+](C)(C)CCC(=O)[O-])S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,684.4090000000002,4.211500000000004,225.20353939397475,77.51,0.0,4.0,16.0,0.0
COc1ccc(C(O)C(C)C(O)(C(F)(F)F)C(F)(F)F)cc1,332.23999999999995,3.2204000000000015,121.68122307172955,49.69,2.0,3.0,4.0,1.0
FC(F)(F)C(F)(F)C1(c2ccccc2)CCCCN1,279.252,3.8530000000000024,107.35770596498323,12.03,1.0,1.0,2.0,2.0
COC1=C(F)C(F)(F)C(F)(F)C1(F)F,224.07499999999996,2.7334000000000005,73.14082046408963,9.23,0.0,1.0,1.0,1.0
CN(C)CC(O)C=C(F)C(F)(F)C(F)(F)C(F)(F)F,301.1769999999999,2.595200000000001,102.84753555662739,23.47,1.0,2.0,5.0,0.0
CCCCCCCCCCCCCCC(CCCCCCCCCCCC)COCC(O)CSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,947.0180000000009,16.51499999999997,354.18192646050795,29.46,1.0,3.0,39.0,0.0
FC1(F)C(F)(F)C(F)(F)C(F)(Br)C(F)(Br)C1(F)F,421.854,4.662600000000001,108.94857968682841,0.0,0.0,0.0,0.0,1.0
O=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,398.06499999999994,4.559400000000001,119.93839897254307,17.07,0.0,1.0,7.0,0.0
O=C1NCC(C(F)(F)C(F)(F)C(F)(F)F)C(=O)N1,282.11499999999995,1.2748999999999997,94.50458894846724,58.2,2.0,2.0,2.0,1.0
O=S1(=O)OC(F)(F)C1(F)C(F)(F)F,230.08499999999995,1.1673,67.40446400800244,43.370000000000005,0.0,3.0,0.0,1.0
FC(=CC(F)(F)C(F)(F)F)/N=N/c1ccccc1,268.16,4.778800000000002,97.64155880694567,24.72,0.0,2.0,3.0,1.0
CCN(CCCCS(=O)(=O)[O-])S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[K+],701.4580000000002,1.9344000000000003,255.36941063275307,94.57999999999998,0.0,5.0,14.0,0.0
FC(C(Cl)C(F)(Cl)Cl)C(F)(F)C(F)(F)C(F)C(F)(Cl)C(F)(Cl)Cl,482.812,6.647000000000001,152.60326181623196,0.0,0.0,0.0,7.0,0.0
FC(F)(F)C(F)(F)C#Cc1ccccc1,220.14000000000004,3.2357000000000014,82.71807398357386,0.0,0.0,0.0,0.0,1.0
CCP(C)(F)(F)C(F)(F)C(F)(F)F,232.07899999999995,4.113500000000001,70.27192440728868,0.0,0.0,0.0,2.0,0.0
O=P(O)(O)CCC(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F,560.0930000000001,5.426800000000003,168.11633028689866,75.99000000000001,2.0,3.0,9.0,0.0
CC[Si](Cl)(CC)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,468.75699999999995,7.339400000000005,150.29518786726322,0.0,0.0,0.0,9.0,0.0
O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCCCC(F)(F)F,469.23900000000015,5.178400000000002,148.1692684198773,57.2,0.0,3.0,10.0,0.0
FC(F)C(F)(Br)C(F)(Br)C(F)(F)F,341.846,3.9352,84.72792040278573,0.0,0.0,0.0,2.0,0.0
O=P(O)(OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,690.1520000000004,8.107200000000006,209.69621226504745,55.760000000000005,1.0,3.0,14.0,0.0
CCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,340.17599999999993,5.670200000000002,111.84461948958759,0.0,0.0,0.0,7.0,0.0
O=C(Oc1c(Br)cc(Br)cc1Br)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,642.8350000000003,6.914600000000004,177.4332006140468,35.53,0.0,3.0,5.0,1.0
CN(CC(=O)O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,471.1909999999999,3.028900000000001,145.28711359590167,74.68,1.0,3.0,8.0,0.0
N=C(N)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=N)N,286.126,1.39954,93.93872821577749,99.74,4.0,2.0,5.0,0.0
O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)S(F)(F)(F)(F)F,672.1440000000003,8.680000000000003,192.95558178344749,37.3,1.0,1.0,11.0,0.0
C=CC(=O)OCCN(CCC)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,639.3240000000002,5.724300000000004,206.13355845350947,63.68,0.0,4.0,14.0,0.0
OC(CCC(O)(C(F)(F)F)C(F)(F)F)(C(F)(F)F)C(F)(F)F,362.1099999999999,3.478,112.86873816811264,40.46,2.0,2.0,3.0,0.0
O=C(CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CS(=O)(=O)O,856.2320000000004,8.654600000000004,257.16900965312044,71.44,1.0,3.0,16.0,0.0
CN(C)CCCNC(=O)CSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,722.3990000000002,7.457600000000005,236.37878052763978,32.34,1.0,3.0,17.0,0.0
O=S(=O)([O-])CCCCOC(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[NH4+],389.23599999999993,3.1303,123.66159605843602,102.93,1.0,4.0,8.0,0.0
CC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,462.09899999999993,5.584800000000002,140.99935400718874,17.07,0.0,1.0,7.0,0.0
CCP(F)(CC)(CC)C(F)=C(F)C(F)(F)F,268.181,5.154300000000003,90.7542136490026,0.0,0.0,0.0,4.0,0.0
C[N+](C)([O-])CCNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,700.2300000000002,6.592100000000003,220.45015870320654,52.16,1.0,2.0,13.0,0.0
CCCC[n+]1ccccc1.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,435.30799999999994,3.731500000000003,147.9048452921176,61.08,0.0,3.0,6.0,1.0
O=[N+]([O-])c1ccc2nc(C(F)(F)C(F)(F)F)[nH]c2c1,281.14,3.1252000000000004,100.75241301911717,71.82,1.0,3.0,2.0,2.0
C=C(C)C(=O)OCCN(CC)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,639.3240000000002,5.724300000000004,206.13355845350947,63.68,0.0,4.0,13.0,0.0
FC(F)(F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)I,595.9649999999999,7.023600000000003,158.06579871964448,0.0,0.0,0.0,6.0,0.0
C[N+](C)(C)CC(O)CS(=O)(=O)CCC(F)(F)C(F)(F)F,328.3229999999999,1.0559999999999998,114.24084436281147,54.37,1.0,3.0,7.0,0.0
O=C(CC(O)C(F)(F)C(F)F)c1ccccc1,250.19100000000003,2.5207000000000006,94.87401115542475,37.3,1.0,2.0,5.0,1.0
O=C(O)c1ccc(OC(F)=C(F)C(F)(F)F)cc1,268.13699999999994,3.434000000000001,97.09854664127697,46.53,1.0,2.0,3.0,1.0
O=S(=O)([O-])C(O)CC(F)(F)C(F)(F)F,243.12899999999993,0.43770000000000014,75.08462414788718,77.43,1.0,4.0,3.0,0.0
O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[Na+],486.05299999999994,0.7496999999999994,167.8420452677001,40.129999999999995,0.0,2.0,7.0,0.0
O=S(=O)(O)CCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,571.2800000000001,3.5153000000000016,172.44603518735627,100.53999999999999,2.0,4.0,11.0,0.0
OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,532.1120000000001,5.961500000000004,160.4936139825163,20.23,1.0,1.0,10.0,0.0
O=S(=O)(F)C(F)C(F)(F)C(F)(F)C(F)S(=O)(=O)F,330.174,1.4468,95.00015144321716,68.28,0.0,4.0,5.0,0.0
O=C(O)/C(F)=C(\F)C(F)(C(F)(F)F)C(F)(F)F,276.054,3.0545,86.31993304620423,37.3,1.0,1.0,2.0,0.0
Fc1ccc2nc(C(F)(F)C(F)(F)F)[nH]c2c1,254.13299999999998,3.3561000000000005,90.26497269954362,28.68,1.0,1.0,1.0,2.0
O=S([O-])C(F)(F)C(F)(F)F.[Na+],206.06699999999998,-1.9754,82.72276161139924,40.129999999999995,0.0,2.0,1.0,0.0
FC(F)(F)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,316.0849999999999,4.7971,96.91532854932402,0.0,0.0,0.0,4.0,0.0
Nc1ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,411.161,5.464100000000001,135.11290674093036,26.02,1.0,1.0,5.0,1.0
C[Si](C)(C)OC1=CC(=O)C1(C(F)(F)F)C(F)(F)F,292.2509999999999,3.4155000000000015,99.73594927868233,26.3,0.0,2.0,2.0,1.0
CC(C)(C)C(=O)[CH-]C(=O)C(F)(F)C(F)(F)C(F)(F)F.CC(C)(C)C(=O)[CH-]C(=O)C(F)(F)C(F)(F)C(F)(F)F.[Pb+2],797.5480000000002,6.034980000000004,231.92511796959826,68.28,0.0,4.0,8.0,0.0
O=S([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[NH4+],501.15799999999996,5.208600000000001,148.62118987412833,76.63,1.0,2.0,7.0,0.0
C[N+](C)(CC(=O)[O-])CC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,879.2890000000004,7.384900000000005,276.5584147618569,60.36,1.0,3.0,18.0,0.0
CCN(CCOC(C)=O)c1ccc(N=Nc2ccc(S(=O)(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)F)cc2)cc1,605.5040000000004,6.3677000000000055,223.25677013892812,97.63000000000001,0.0,8.0,14.0,2.0
CC(=C(C(F)(C(F)(F)F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F)C(F)(F)F,446.0999999999999,6.531000000000003,136.14822887496075,0.0,0.0,0.0,2.0,0.0
O=[N+]([O-])c1cccc(C(O)C=C(C(F)(F)F)C(F)(F)F)c1,315.1689999999999,3.6792000000000007,113.00693255154896,63.370000000000005,1.0,3.0,3.0,1.0
FC(F)(F)C(F)(F)C(F)(F)c1nnc(-c2ccccc2)o1,314.16,4.026000000000002,111.94415028360906,38.92,0.0,3.0,3.0,2.0
O=S(=O)(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)C(F)=C(F)C(F)(F)F,494.14699999999993,5.059200000000001,147.24638736767855,54.370000000000005,1.0,2.0,7.0,0.0
FC(F)(F)C(F)(F)C(F)(F)C(CCI)(C(F)(F)F)C(F)(F)F,473.99799999999993,5.755400000000002,126.70764418769048,0.0,0.0,0.0,4.0,0.0
CC(=O)OCC1OC(OC(C)=O)C(OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(OC(C)=O)C1OC(C)=O,630.387,1.8416000000000001,217.58901648043974,157.79999999999998,0.0,12.0,10.0,1.0
C=C(C)c1ccc(C(F)(F)C(F)(F)c2ccccc2)cc1,294.29099999999994,5.603500000000004,120.28574647706475,0.0,0.0,0.0,4.0,2.0
OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,264.087,2.8370000000000006,82.84801397834472,20.23,1.0,1.0,4.0,0.0
C=CCNC(=O)c1ccc(OC(F)=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,607.2600000000001,7.4634000000000045,204.43547590518898,38.33,1.0,2.0,11.0,1.0
C=CC(=O)OC(F)(F)C(F)(F)F,190.06699999999998,1.8707,63.61216079741355,26.3,0.0,2.0,2.0,0.0
FC(F)(F)C1(F)C(F)(F)C(F)(F)C1(F)C(F)(F)F,300.0419999999999,3.8118,89.54455528139817,0.0,0.0,0.0,0.0,1.0
CCCCCC(F)(F)C(F)(F)C(F)(F)F,240.16199999999995,4.399600000000002,82.45259364908945,0.0,0.0,0.0,5.0,0.0
CCOC(=O)C(C(=O)C(F)(F)C(F)(F)C(F)(F)C(=O)C(C(=O)OCC)=P(c1ccccc1)(c1ccccc1)c1ccccc1)=P(c1ccccc1)(c1ccccc1)c1ccccc1,900.7890000000003,7.489700000000009,360.0128953206152,86.74000000000001,0.0,6.0,16.0,6.0
C=C(C)C(=O)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,504.1359999999999,6.072600000000002,158.1531804333046,26.3,0.0,2.0,8.0,0.0
O=P([O-])(OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[Na+],1012.1760000000004,8.291000000000002,326.2856894092538,58.59,0.0,4.0,20.0,0.0
FC(F)(F)C1(F)OC1(F)C(F)(F)F,216.02699999999996,2.4728,65.26607467040691,12.53,0.0,1.0,0.0,1.0
CC(C)[C@H](NC(=O)c1ccc(C(=O)N2CCOCC2)cc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C(=O)C(F)(F)C(F)(F)F)C(C)C,632.6270000000003,2.8118999999999996,251.18163389554024,125.12,2.0,6.0,10.0,3.0
CC(C)CC(=O)CC(Cl)(C(F)(F)F)C(F)(F)F,284.62699999999995,4.093900000000002,99.11678868748525,17.07,0.0,1.0,4.0,0.0
CCCCCCCCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,572.534,11.376799999999987,209.2848798969926,0.0,0.0,0.0,21.0,0.0
FC1(F)C(F)(F)C(F)(F)[C@]2(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)[C@]2(F)C1(F)F,462.07399999999996,5.512600000000003,138.99170500301278,0.0,0.0,0.0,0.0,2.0
C[N+](C)(CCC(F)C(F)(F)C(F)(F)F)CC(=O)[O-],281.19599999999997,0.7384999999999997,99.57756136959831,40.129999999999995,0.0,2.0,6.0,0.0
FC(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Cl,436.51699999999994,5.894900000000002,130.24567850230721,0.0,0.0,0.0,7.0,0.0
FC(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,770.1110000000003,10.072700000000003,226.9800381200953,0.0,0.0,0.0,13.0,0.0
OC(CN(Cc1cccc(C(F)(F)C(F)(F)C(F)(F)F)c1)c1cccc(Oc2cccc(C3CC3)c2)c1)C(F)(F)F,595.4770000000003,8.575500000000003,227.51214820323048,32.7,1.0,3.0,10.0,4.0
CC(C)(O)C(F)(Cl)C(F)(F)F,194.55499999999998,2.2242,65.95866107619861,20.23,1.0,1.0,1.0,0.0
O=C1C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,278.04499999999996,2.7456,85.37500657558947,17.07,0.0,1.0,0.0,1.0
O=S(=O)(O)C(F)(Cl)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,716.6090000000003,7.651600000000005,210.65836619334414,54.370000000000005,1.0,2.0,11.0,0.0
COC1=C(OC)C(F)(F)C(F)(F)C1(F)F,236.11099999999993,2.4103000000000003,80.45377240506687,18.46,0.0,2.0,2.0,1.0
C[N+](C)(CCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC(=O)[O-],863.2900000000003,8.414100000000005,271.76418100966094,40.129999999999995,0.0,2.0,18.0,0.0
O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,363.0489999999999,2.4750999999999994,110.03661980449002,40.129999999999995,0.0,2.0,5.0,0.0
O=C(O)c1ccc([Si](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,1190.4830000000006,15.427299999999986,375.3475797911521,37.3,1.0,1.0,23.0,1.0
COc1ccc(OC)c(OC(=O)C(F)(F)C(F)(F)C(F)(F)F)c1,350.1859999999999,3.4421000000000017,124.28196141492465,44.760000000000005,0.0,4.0,5.0,1.0
C=CC(=O)OCC(NC)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,411.24199999999996,2.1016000000000004,134.27427354649612,72.47,1.0,5.0,8.0,0.0
CCOC1(O)C(C)(C)C(F)(F)C1(F)F,216.17399999999995,2.0219,78.8579352684844,29.46,1.0,2.0,2.0,1.0
CC(C)O.CC(C)O.CCN(CC(=O)[O][Cr]([Cl])([Cl])[O][Cr]([Cl])[Cl])S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.O.O,852.2280000000003,4.516000000000007,261.9812995205974,176.37,2.0,7.0,11.0,0.0
C[N+](C)(C)CC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F.[I-],713.157,3.0923000000000025,210.90144461060908,20.23,1.0,1.0,10.0,0.0
C[N+](C)(CC(=O)O)CC(F)C(F)(F)C(F)(F)F,268.17699999999996,1.6830999999999998,93.21261925520167,37.3,1.0,1.0,5.0,0.0
FC(F)(F)C(F)(F)CBr,212.943,2.5789,56.1643598768953,0.0,0.0,0.0,1.0,0.0
FC(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)I,527.968,6.091100000000002,139.20425039646918,0.0,0.0,0.0,7.0,0.0
OCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,554.0310000000001,5.546500000000003,152.5628329745322,20.23,1.0,1.0,7.0,0.0
OC[C@@H]1O[C@H](O)[C@](O)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)[C@H]1O,368.1479999999999,0.2560999999999996,120.43325565410022,90.15,4.0,5.0,4.0,1.0
CN(C)CCCNC(=O)CSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,622.3850000000001,6.187000000000004,206.98675468714166,32.34,1.0,3.0,15.0,0.0
FC(F)C(F)(F)C(F)(F)Br,230.933,2.8745000000000003,60.32989527982153,0.0,0.0,0.0,2.0,0.0
FC(F)(F)C(F)(F)C(F)(F)c1nnnn1-c1ccccc1,314.16400000000004,2.9517000000000007,111.72550804489782,43.6,0.0,4.0,3.0,2.0
O=C(O)c1ccc(C(F)(F)C(F)(F)F)c(F)c1,258.1169999999999,3.178,90.47519773248399,37.3,1.0,1.0,2.0,1.0
FC(F)(F)C(F)(F)C(F)(F)C1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,450.063,5.7177000000000024,133.6325940421454,0.0,0.0,0.0,2.0,1.0
CO[Si](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(OC)OC,668.3100000000002,7.534600000000006,208.41629261145548,27.69,0.0,3.0,14.0,0.0
C[N+](C)(CCCN(CC(=O)O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC(O)CS(=O)(=O)O,781.4800000000002,3.384900000000001,251.62640915621142,149.28,3.0,6.0,18.0,0.0
CCN(CC1CO1)C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,347.1769999999999,2.701900000000001,117.5426185299599,32.84,0.0,2.0,6.0,1.0
FC(F)(F)C(F)(c1ccc(C(F)(C(F)(F)F)C(F)(F)F)cc1)C(F)(F)F,414.13599999999997,6.265400000000002,133.9385514468439,0.0,0.0,0.0,2.0,1.0
CCN(CC(=O)O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)F,335.19699999999995,1.5131000000000003,107.56401694955105,74.68,1.0,3.0,6.0,0.0
CN(CCCCO)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,585.2760000000001,4.987400000000003,183.24750156514926,57.61,1.0,3.0,12.0,0.0
