Canonical SMILES,Molecular Weight,LogP,Labute ASA,TPSA,Num H Donors,Num H Acceptors,Num Rotatable Bonds,Num Rings,Tanimoto_to_PFOS,Tanimoto_to_PFOA
FC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)c1nc2ccccc2[nH]1,568.183,6.892000000000002,184.50260527712555,47.14,1.0,3.0,7.0,2.0,0.14285714285714285,0.12244897959183673
FC(F)(F)C(Cl)=C(C(F)(F)F)C(F)(F)F,266.48999999999995,4.1662,81.30250130644951,0.0,0.0,0.0,0.0,0.0,0.14814814814814814,0.15384615384615385
CCOP(=O)(OCC)C(CC)(C(F)(F)F)C(F)(F)F,316.17799999999994,4.525900000000003,106.3420312359214,35.53,0.0,3.0,6.0,0.0,0.14285714285714285,0.18181818181818182
O=S(=O)(F)C(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Cl,634.585,6.724100000000003,185.8376803996325,43.370000000000005,0.0,3.0,11.0,0.0,0.2727272727272727,0.17142857142857143
Cc1cc(C)c(C)c(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1C,552.2679999999999,8.386180000000003,184.62481034200223,0.0,0.0,0.0,7.0,1.0,0.24242424242424243,0.25
O=C(F)C(F)(F)OC(F)(F)C(F)(F)I,339.932,2.7125,85.52973064209728,26.3,0.0,2.0,4.0,0.0,0.15151515151515152,0.1935483870967742
CC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,378.128,4.496100000000002,118.60498193323946,20.23,1.0,1.0,6.0,0.0,0.3,0.3103448275862069
C[N+](C)(C)CCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[I-],726.2310000000001,1.973,213.7218360141871,46.17,1.0,2.0,12.0,0.0,0.35135135135135137,0.225
O=S(=O)(O)C(F)(F)C(F)(F)OC(F)(F)C(F)F,298.1069999999999,1.9343,87.90054183397675,63.60000000000001,1.0,3.0,5.0,0.0,0.36666666666666664,0.14285714285714285
C=C(Cl)C(=O)OCC(F)(F)C(F)(F)F,238.53899999999996,2.4797,80.28036913869182,26.3,0.0,2.0,3.0,0.0,0.16666666666666666,0.20588235294117646
FC(F)C(F)(F)C(F)(F)C(F)(F)CNc1ccccc1,307.184,4.269500000000002,108.13025909849796,12.03,1.0,1.0,6.0,1.0,0.09523809523809523,0.125
CCC1COC(C(F)C(F)(F)F)(N(CC)CC)O1,273.2699999999999,2.7078000000000007,104.03190675918846,21.700000000000003,0.0,3.0,5.0,1.0,0.06382978723404255,0.06521739130434782
FC(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,286.04,3.6513,85.13345414711144,9.23,0.0,1.0,3.0,0.0,0.2,0.20689655172413793
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,388.045,5.287500000000001,113.57747016102894,0.0,0.0,0.0,4.0,0.0,0.4444444444444444,0.47058823529411764
C=CCC(F)(F)C(F)(F)Br,220.991,3.185500000000001,64.03910567057802,0.0,0.0,0.0,3.0,0.0,0.09375,0.0967741935483871
COC(O)C(F)(F)C(F)F,162.082,0.8515999999999999,54.403997964427205,29.46,1.0,2.0,3.0,0.0,0.125,0.12903225806451613
C[Si](C)(C)OC(=O)C=C(C(F)(F)F)C(F)(F)F,280.23999999999995,3.415500000000001,94.37683831781496,26.3,0.0,2.0,2.0,0.0,0.1388888888888889,0.17647058823529413
NC(N)=NC1=NC(C(F)(F)F)(C(F)(F)F)N=C(c2ccccc2)O1,353.22600000000006,1.9137000000000008,130.0877311510175,98.35,2.0,4.0,1.0,2.0,0.08,0.10416666666666667
FC(F)(F)CC(F)(F)F,152.037,2.5011,46.46234767418017,0.0,0.0,0.0,0.0,0.0,0.13043478260869565,0.13636363636363635
NNC(=O)C(O)(NN)C(F)(F)C(F)(F)F,238.116,-1.6741999999999997,79.3372880396018,113.4,5.0,5.0,3.0,0.0,0.25,0.3
[N-]=[N+]=NC1=NC(F)(F)C(F)(F)C(F)(F)C1(F)F,268.06699999999995,3.2075,86.54651605993155,61.120000000000005,0.0,2.0,0.0,1.0,0.024390243902439025,0.025
CC(C)OCC(F)(F)C(F)F,174.137,2.3118000000000007,62.33964844102441,9.23,0.0,1.0,4.0,0.0,0.08823529411764706,0.09090909090909091
CCNCC(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,407.1699999999999,3.695600000000002,130.5197862312441,32.26,2.0,2.0,8.0,0.0,0.2571428571428571,0.2647058823529412
FC(C(F)(F)F)C(F)(F)C(F)(c1ccccc1)C(F)(F)F,328.149,4.9494000000000025,110.91146772074238,0.0,0.0,0.0,3.0,1.0,0.10810810810810811,0.14285714285714285
O=C(O)C(F)(OC(F)(F)F)C(F)(F)F,230.035,1.8355,71.06212627324967,46.53,1.0,2.0,2.0,0.0,0.2,0.34615384615384615
O=S(=O)(CC(Sc1ccccc1)c1cccs1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,602.4590000000003,7.692600000000005,201.94886615633823,34.14,0.0,4.0,10.0,2.0,0.2708333333333333,0.2
CC(=O)C(C(C)=O)C(CS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1cccs1,592.395,5.737000000000004,196.91641669697947,68.28,0.0,5.0,11.0,1.0,0.2978723404255319,0.22448979591836735
Oc1ccc(OC(F)(F)C(F)F)cc1Cl,244.571,3.282300000000001,87.03447416857968,29.46,1.0,2.0,3.0,1.0,0.09523809523809523,0.0975609756097561
O=C(Oc1ccccc1)C(F)(F)OC(F)(F)C(F)(Cl)Cl,339.0429999999999,3.895100000000001,118.71399360453545,35.53,0.0,3.0,5.0,1.0,0.11627906976744186,0.175
C#CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,476.101,5.967100000000003,146.36753481632712,0.0,0.0,0.0,8.0,0.0,0.15151515151515152,0.15625
O=C(OCCC[Si](F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,390.196,4.235300000000001,120.45886003640187,26.3,0.0,2.0,7.0,0.0,0.2702702702702703,0.35294117647058826
C[Si](C)(C)OC(C#N)(C(F)(F)F)C(F)(F)F,265.2289999999999,3.224880000000001,88.93255681702755,33.02,0.0,2.0,2.0,0.0,0.11764705882352941,0.12121212121212122
COC(F)(F)C(F)C(F)(F)OC,194.099,1.8029,65.2537869590609,18.46,0.0,2.0,4.0,0.0,0.10344827586206896,0.10714285714285714
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)P(F)(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,876.0690000000005,12.491699999999998,250.5563368331893,0.0,0.0,0.0,12.0,0.0,0.32,0.3333333333333333
FC(F)(F)OC(F)(F)C(F)(F)OC(F)(F)F,270.02199999999993,3.2448,79.71652185929548,18.46,0.0,2.0,3.0,0.0,0.12,0.125
COC(CC(=O)c1ccccc1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,382.222,4.742600000000002,135.11582599055657,26.3,0.0,2.0,7.0,1.0,0.20454545454545456,0.2682926829268293
O=P(O)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,902.0880000000004,11.1906,262.0120903536872,37.3,1.0,1.0,14.0,0.0,0.38461538461538464,0.4
FC(F)(F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,554.0650000000002,7.125000000000004,162.77905415128308,9.23,0.0,1.0,6.0,0.0,0.18518518518518517,0.19230769230769232
N#CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,295.051,3.61348,90.77743071346988,23.79,0.0,1.0,3.0,0.0,0.3076923076923077,0.32
O=c1nc(C(F)C(F)(F)F)[nH]c2ccccc12,246.163,2.4960000000000004,92.10591155366711,45.75,1.0,2.0,1.0,2.0,0.08695652173913043,0.08888888888888889
COC(=O)C(F)(F)C(F)(F)S(C)(=O)=O,238.158,0.4320999999999999,76.76162680845815,60.440000000000005,0.0,4.0,3.0,0.0,0.25,0.21875
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCSCC1CO1,436.2330000000002,5.247300000000003,140.7714565111796,12.53,0.0,2.0,9.0,1.0,0.20512820512820512,0.21052631578947367
COc1cc(C(=O)CC(=O)C(F)(F)C(F)(F)F)ccc1F,314.181,3.173800000000001,114.05085765302844,43.370000000000005,0.0,3.0,5.0,1.0,0.125,0.17777777777777778
C=CCC(C(F)(F)F)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,360.11299999999994,5.506400000000002,113.1211451488592,0.0,0.0,0.0,4.0,0.0,0.23333333333333334,0.2413793103448276
CCCCCCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,558.1600000000001,7.889300000000006,164.89729687407012,0.0,0.0,0.0,11.0,0.0,0.20512820512820512,0.21052631578947367
FC(F)(F)C(F)(Br)SCc1ccccc1,303.118,4.500300000000002,97.17902870539837,0.0,0.0,1.0,3.0,1.0,0.10810810810810811,0.14285714285714285
C[Si]1(C)O[Si](C)(C)O[Si](C)(CCCOCC(F)(F)C(F)F)O[Si](C)(C)O1,454.71400000000006,4.550900000000004,156.85317021907343,46.150000000000006,0.0,5.0,7.0,1.0,0.06521739130434782,0.06666666666666667
N#Cc1ccccc1CC(C(F)(F)F)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,435.183,6.044680000000002,146.8954799541796,23.79,0.0,1.0,4.0,1.0,0.17073170731707318,0.175
COc1ccc(C(=O)N=C(C(F)(F)F)C(F)(F)F)cc1,299.17,3.4010000000000016,108.41971592444818,38.66,0.0,2.0,2.0,1.0,0.11904761904761904,0.15
OC(CSCCC(F)(F)C(F)(F)F)CSCCC(F)(F)C(F)(F)F,416.346,4.989100000000002,139.08448000398445,20.23,1.0,3.0,10.0,0.0,0.14285714285714285,0.14705882352941177
COc1ccc2c(C#N)cccc2c1C(F)(F)C(F)(F)F,301.21399999999994,4.374180000000002,115.90663803442536,33.02,0.0,2.0,2.0,2.0,0.08163265306122448,0.08333333333333333
O=C(OOC(=O)C(F)(F)C(F)(F)Cl)C(F)(F)C(F)(F)Cl,358.952,2.9216,112.9742072518254,52.6,0.0,4.0,4.0,0.0,0.16666666666666666,0.25925925925925924
FC1(F)OC(F)(F)C(F)(F)N(C2(F)C(F)(F)C(F)(F)C(F)(F)C2(F)F)C1(F)F,461.071,4.910400000000001,139.33460638540018,12.47,0.0,2.0,1.0,2.0,0.02857142857142857,0.029411764705882353
Fc1ccc(OC(F)(F)C(F)F)cc1,212.117,3.062400000000001,76.10250959242825,9.23,0.0,1.0,3.0,1.0,0.08333333333333333,0.08571428571428572
OC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,236.033,2.4044,70.1181297495515,20.23,1.0,1.0,2.0,0.0,0.36363636363636365,0.38095238095238093
C=C(C)C(=O)OCCC(F)(F)C(F)(F)C(F)(F)F,282.1549999999999,3.3287000000000013,97.40300006085243,26.3,0.0,2.0,5.0,0.0,0.21052631578947367,0.25
O=S(=O)(F)C(F)(F)C(F)(F)OC(F)(C(F)(F)F)C(F)(F)OC(F)(F)C(F)(F)F,484.108,4.4805,140.72545604443664,52.60000000000001,0.0,4.0,7.0,0.0,0.24242424242424243,0.14285714285714285
CCO[Si](CCCC(C(F)(F)F)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F)(OCC)OCC,524.3900000000001,6.758900000000006,175.0920093880456,27.69,0.0,3.0,12.0,0.0,0.1794871794871795,0.18421052631578946
C=C(C)C(=O)OC(c1ccccc1)(C(F)(F)F)C(F)(F)F,312.20899999999995,4.125800000000002,115.564674635197,26.3,0.0,2.0,3.0,1.0,0.14285714285714285,0.20512820512820512
FC(F)=C(F)C(F)(F)C(F)(F)C(F)(Br)C(F)(F)Br,421.854,5.383000000000001,109.2648078081734,0.0,0.0,0.0,4.0,0.0,0.15625,0.2
OCCCC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,422.1809999999999,4.248700000000002,136.12909991422868,40.46,2.0,2.0,9.0,0.0,0.2571428571428571,0.2647058823529412
FC(=C(Cl)Cl)C(F)C(F)(F)F,214.94799999999995,3.503,68.57868380722964,0.0,0.0,0.0,1.0,0.0,0.12903225806451613,0.13333333333333333
FC(F)C(F)(F)OCCOC(F)(F)C(F)F,262.09599999999995,2.735400000000001,84.11533528223622,18.46,0.0,2.0,7.0,0.0,0.1,0.10344827586206896
FC1(F)OC(F)(F)C(F)(F)C(F)(F)C1(F)F,266.03399999999993,3.1081,79.96208759065597,9.23,0.0,1.0,0.0,1.0,0.03571428571428571,0.037037037037037035
Nc1ccc(OC(F)(F)C(F)C(F)(F)F)cc1,259.14899999999994,3.1408000000000005,91.9728778067638,35.25,1.0,2.0,3.0,1.0,0.075,0.07692307692307693
O=C1C(F)C(F)(F)C1(F)F,160.041,1.1778000000000002,51.817445332165086,17.07,0.0,1.0,0.0,1.0,0.0625,0.1
FC(F)=C(F)OC(F)(F)OC(F)(F)C(F)(F)F,282.033,3.7601,85.39186094150783,18.46,0.0,2.0,4.0,0.0,0.15151515151515152,0.15625
O=C(O)c1cccc(S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)F)c1,354.199,2.948900000000001,117.6310736315934,71.44,1.0,3.0,4.0,1.0,0.28205128205128205,0.2564102564102564
CC1(F)C(F)(F)C(C)(F)C(F)(F)C(F)(F)C1(F)F,292.116,3.997600000000001,93.94336870433892,0.0,0.0,0.0,0.0,1.0,0.03571428571428571,0.037037037037037035
NS(=O)(=O)C(F)(F)C(F)(F)OC(F)(F)C(F)(F)I,423.019,2.0977,107.63441053440756,69.39,1.0,3.0,5.0,0.0,0.21875,0.11764705882352941
Cc1ccc(C2(c3ccc(C)c(C)c3)C(F)(F)C(F)(F)C(F)(F)C2(F)F)cc1C,422.359,6.761180000000004,162.0914284250111,0.0,0.0,0.0,2.0,3.0,0.02564102564102564,0.02631578947368421
CC(F)(F)C(F)(F)C(F)F,166.064,2.5420000000000007,52.82728978857679,0.0,0.0,0.0,2.0,0.0,0.10714285714285714,0.1111111111111111
O=C(C(=O)C(F)(C(F)(F)F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F,394.058,3.7904,119.9343856696606,34.14,0.0,2.0,3.0,0.0,0.25,0.3181818181818182
FC(F)(F)C(S)(C(F)(F)F)C(F)(F)F,252.10099999999997,3.3418999999999994,76.47896266075722,0.0,1.0,1.0,0.0,0.0,0.17391304347826086,0.18181818181818182
C=CC(=O)C(F)(F)C(F)(F)F,174.06799999999998,1.9391,58.49861556790666,17.07,0.0,1.0,2.0,0.0,0.20689655172413793,0.3076923076923077
COC1=C(F)C(F)(F)C1(F)F,174.06799999999998,2.0981,58.44480754384055,9.23,0.0,1.0,1.0,1.0,0.06060606060606061,0.030303030303030304
O=C(O)C(F)C(F)(F)C(F)(F)C(F)F,228.063,1.9448,72.3135231581394,37.3,1.0,1.0,4.0,0.0,0.16129032258064516,0.25
O=S(=O)(Oc1ccc2ncccc2c1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,427.244,4.369100000000001,144.23025020345273,56.260000000000005,0.0,4.0,5.0,2.0,0.2727272727272727,0.1702127659574468
C[n+]1ccn(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1.F[P-](F)(F)(F)(F)F,574.162,7.823900000000004,174.70405263727864,8.809999999999999,0.0,1.0,7.0,1.0,0.18181818181818182,0.18604651162790697
OC(c1ccccc1)(c1ccccc1)c1ccc(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,706.4360000000003,9.912799999999995,253.16829039192967,20.23,1.0,1.0,12.0,3.0,0.21428571428571427,0.25
CCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,541.561,6.960900000000008,195.76724214806976,57.2,0.0,3.0,15.0,0.0,0.34285714285714286,0.21052631578947367
OCc1ccc(OCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,584.2660000000001,7.347300000000006,194.53258932370508,29.46,1.0,2.0,12.0,1.0,0.21428571428571427,0.21951219512195122
C=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Br,406.992,5.336600000000001,116.45821523717773,0.0,0.0,0.0,6.0,0.0,0.16129032258064516,0.16666666666666666
FC(F)(F)C(F)(F)c1cccc(Cl)c1,230.56300000000005,3.994100000000001,81.29223058980303,0.0,0.0,0.0,1.0,1.0,0.14285714285714285,0.11428571428571428
FC(F)(Cl)C(F)(Cl)C(F)(F)Cl,237.382,3.5542,73.20661095189895,0.0,0.0,0.0,2.0,0.0,0.125,0.13043478260869565
OCC(F)(F)C(F)F,132.056,0.8791,42.92551062052372,20.23,1.0,1.0,2.0,0.0,0.14285714285714285,0.14814814814814814
O=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,298.051,3.2888,90.54637313204492,17.07,0.0,1.0,4.0,0.0,0.36,0.375
CC(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,314.09399999999994,3.4707000000000003,97.5440268985938,20.23,1.0,1.0,4.0,0.0,0.3333333333333333,0.34615384615384615
FC1(F)C(F)(F)C1(F)CCBr,238.981,2.7639000000000005,67.88841295215929,0.0,0.0,0.0,2.0,1.0,0.03333333333333333,0.034482758620689655
Oc1ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,312.131,4.3169,105.17522395561554,20.23,1.0,1.0,3.0,1.0,0.25806451612903225,0.26666666666666666
O=S(=O)(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,450.1189999999999,4.2058,131.0405707681433,54.370000000000005,1.0,2.0,6.0,0.0,1.0,0.4
C=C(C)C(=O)OCCN(CC)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,639.3240000000002,5.724300000000004,206.1335584535095,63.68,0.0,4.0,13.0,0.0,0.3181818181818182,0.2391304347826087
COC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,428.091,4.533500000000001,131.41688631644655,26.3,0.0,2.0,6.0,0.0,0.3448275862068966,0.52
O=C(O)C(F)(F)C(F)(F)C(F)(F)C(=O)O,240.055,1.0615,77.10374360745296,74.6,2.0,2.0,4.0,0.0,0.24,0.6666666666666666
O=C(O)C(F)(F)C(F)(F)C(=O)O,190.048,0.4261999999999999,62.40773068720386,74.6,2.0,2.0,3.0,0.0,0.20833333333333334,0.5555555555555556
O=C(O)C(F)(F)C(F)(F)F,164.029,1.2686,51.25256812349372,37.3,1.0,1.0,1.0,0.0,0.24,0.5789473684210527
FC(F)(F)C(F)(F)C(F)(F)Cl,204.472,3.0156,60.931149303988086,0.0,0.0,0.0,1.0,0.0,0.2608695652173913,0.2727272727272727
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)I,645.972,7.658900000000004,172.76181163989358,0.0,0.0,0.0,8.0,0.0,0.34782608695652173,0.36363636363636365
C=CCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,539.207,5.058700000000002,164.82380906538046,46.17,1.0,2.0,10.0,0.0,0.40625,0.2571428571428571
C=CC(=O)OCC(F)(F)C(F)(F)C(F)(F)F,254.10099999999997,2.5485000000000007,84.67311583205922,26.3,0.0,2.0,4.0,0.0,0.22857142857142856,0.2727272727272727
CCCCCCCC(F)C(F)(F)C(O)(F)F,248.235,3.9054000000000033,91.6456408242262,20.23,1.0,1.0,8.0,0.0,0.10526315789473684,0.10810810810810811
FC(F)(F)C(F)(F)C(F)(Cl)C(Cl)(C(F)(F)F)C(F)(F)F,370.948,5.190800000000001,111.15691888869074,0.0,0.0,0.0,2.0,0.0,0.23076923076923078,0.24
FC(F)C(F)(F)OC(Cl)C(F)(F)F,234.498,2.9881,72.40963664789157,9.23,0.0,1.0,3.0,0.0,0.09090909090909091,0.09375
OCCC1COC(C(F)(F)F)(C(F)(F)F)O1,254.12599999999995,1.6051,85.93760918944714,38.69,1.0,3.0,2.0,1.0,0.1,0.10256410256410256
COC1=C(F)C(F)(F)C(F)(F)C1=O,202.078,1.6671999999999998,68.97127175828092,26.3,0.0,2.0,1.0,1.0,0.05405405405405406,0.05555555555555555
FC(C(F)(F)F)C(F)(F)C1C=CCCC1,232.167,3.878400000000002,82.95656617484633,0.0,0.0,0.0,2.0,1.0,0.07317073170731707,0.075
FC(F)(F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)F,488.059,6.968300000000003,142.96949600152712,0.0,0.0,0.0,2.0,0.0,0.22727272727272727,0.23809523809523808
CCC(C=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,390.139,4.950300000000001,124.33721239548382,17.07,0.0,1.0,7.0,0.0,0.2727272727272727,0.28125
N=C(C(F)(F)F)C(F)(F)F,165.036,2.13077,51.14769867344497,23.85,1.0,1.0,0.0,0.0,0.16666666666666666,0.17391304347826086
C=C(C)C(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,332.1619999999999,3.964000000000001,112.09901298110152,26.3,0.0,2.0,6.0,0.0,0.23684210526315788,0.2777777777777778
C=C(C)C(=O)OCC(F)(F)C(F)(F)C(F)F,250.13799999999992,2.641400000000001,86.8725225435296,26.3,0.0,2.0,5.0,0.0,0.12195121951219512,0.15384615384615385
CC(F)C(F)C(F)(F)F,148.07399999999998,2.2448,48.66175438565055,0.0,0.0,0.0,1.0,0.0,0.10714285714285714,0.1111111111111111
O=C(C(F)(F)C(F)(F)F)C(F)(Br)C(F)(F)F,326.93999999999994,3.3761,89.71790781743721,17.07,0.0,1.0,2.0,0.0,0.20689655172413793,0.3076923076923077
C=C(C)C(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,532.19,6.505200000000003,170.8830646620978,26.3,0.0,2.0,10.0,0.0,0.2631578947368421,0.3055555555555556
FC(F)=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,382.066,5.505600000000001,115.08727384031504,0.0,0.0,0.0,5.0,0.0,0.3333333333333333,0.34615384615384615
Oc1ccc(C(F)(c2ccc(O)cc2)C(F)(F)C(F)(F)F)cc1,336.231,4.5085000000000015,126.16500359070024,40.46,2.0,2.0,3.0,2.0,0.22580645161290322,0.23333333333333334
O=S(=O)(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,350.1049999999999,2.9352,101.64854492764518,54.370000000000005,1.0,2.0,4.0,0.0,1.0,0.4
CC(=O)c1ccc2c(c1)OC(F)(F)C(F)(F)O2,250.1469999999999,2.846000000000001,92.93609459431664,35.53,0.0,3.0,1.0,2.0,0.07142857142857142,0.1
FC(F)(F)C(F)(F)C1=NCCO1,189.083,1.6126999999999998,64.02973306188491,21.59,0.0,2.0,1.0,1.0,0.11428571428571428,0.11764705882352941
O=C(O)c1ccc(C(c2ccc(C(=O)O)c(C(=O)O)c2)(C(F)(F)F)C(F)(F)F)cc1C(=O)O,480.26900000000006,3.890100000000001,177.8593279528538,149.2,4.0,4.0,6.0,2.0,0.16216216216216217,0.23529411764705882
O=C(C1CCCN1)C(F)(F)C(F)(F)F,217.137,1.5051,76.46213385896294,29.1,1.0,2.0,2.0,1.0,0.16216216216216217,0.23529411764705882
CC(C)O[Si](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(OC(C)C)OC(C)C,652.458,8.599800000000004,217.21391945733697,27.69,0.0,3.0,15.0,0.0,0.21621621621621623,0.2222222222222222
FC(F)(F)CC(F)(I)C(F)(F)F,309.95,3.6019,76.25466331254665,0.0,0.0,0.0,1.0,0.0,0.14285714285714285,0.14814814814814814
C=CC=C(C(F)(F)F)C(F)(F)F,190.086,3.2234000000000007,64.17796795300148,0.0,0.0,0.0,1.0,0.0,0.13793103448275862,0.14285714285714285
FC(F)(F)C1(C(F)(F)F)C(F)(F)OC(F)(F)C1(F)F,316.04099999999994,3.9485,94.65810051090504,9.23,0.0,1.0,0.0,1.0,0.09375,0.0967741935483871
CCOC(=CC(F)=C(C(F)(F)F)C(F)(F)F)OCC,296.182,4.249000000000001,104.0303622725279,18.46,0.0,2.0,5.0,0.0,0.10526315789473684,0.10810810810810811
CCN(CCOP(=O)(O)O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,651.2280000000003,4.714300000000003,198.33994910693065,104.14,2.0,4.0,13.0,0.0,0.34146341463414637,0.22727272727272727
FC(F)(Cl)C(F)(Cl)C(F)(F)C1(F)OC1(F)F,298.944,3.6467,92.23754923856684,12.53,0.0,1.0,3.0,1.0,0.08823529411764706,0.09090909090909091
O=C1NC(=O)NC(C(F)(F)F)(C(F)(F)F)N1,251.086,0.8297000000000001,83.15903150035582,70.23,3.0,2.0,0.0,1.0,0.12903225806451613,0.13333333333333333
FC(F)(F)C1(F)C(F)(F)C(F)(C(F)(F)F)C1(F)F,300.0419999999999,3.8118,89.54455528139817,0.0,0.0,0.0,0.0,1.0,0.11538461538461539,0.12
FC(F)(Br)CC(Br)(C(F)(F)F)C(F)(F)F,373.863,4.6225000000000005,95.25839792010856,0.0,0.0,0.0,2.0,0.0,0.14285714285714285,0.14814814814814814
N#Cc1ccc(OCC(F)(F)C(F)(F)C(F)(F)C(F)F)cc1C#N,358.188,3.9797600000000015,129.20898573612743,56.81,0.0,3.0,6.0,1.0,0.08,0.08163265306122448
FC1(F)OC(F)(C(F)(F)F)Oc2ccccc21,258.117,3.3305000000000016,90.74070118572877,18.46,0.0,2.0,0.0,2.0,0.07142857142857142,0.07317073170731707
C=C(I)CC(F)(F)C(F)(F)F,285.98099999999994,3.5228,73.59893158890654,0.0,0.0,0.0,2.0,0.0,0.16666666666666666,0.1724137931034483
FC(F)(F)C(F)(Br)CBr,273.849,3.0043000000000006,65.86637207961041,0.0,0.0,0.0,1.0,0.0,0.14814814814814814,0.15384615384615385
O=C(C(F)C(F)(F)F)N1CCCC1,199.147,1.5092,72.50656994263204,20.31,0.0,1.0,1.0,1.0,0.14285714285714285,0.18181818181818182
C=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,346.086,4.911200000000001,106.7562030344626,0.0,0.0,0.0,5.0,0.0,0.3076923076923077,0.32
