Canonical SMILES,Molecular Weight,LogP,Labute ASA,TPSA,Num H Donors,Num H Acceptors,Num Rotatable Bonds,Num Rings,Tanimoto_to_PFOS,Tanimoto_to_PFOA
O=C(C(F)C(F)(F)F)N1CN(C(=O)C(F)C(F)(F)F)CN(C(=O)C(F)C(F)(F)F)C1,471.1980000000001,2.0595,157.49827527851926,60.93000000000001,0.0,3.0,3.0,1.0,0.15151515151515152,0.1935483870967742
FC1(F)C(Cl)C(F)(Cl)C(F)(F)C1(F)F,264.955,3.4179000000000004,82.95846860613374,0.0,0.0,0.0,0.0,1.0,0.030303030303030304,0.03125
CC(O)(CO)c1ccc(C(F)(F)C(F)(F)c2ccccc2)cc1,328.30499999999995,3.7702000000000018,130.56381701364103,40.46,2.0,2.0,5.0,2.0,0.1,0.13157894736842105
COCCCOC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)OCCCOC,434.2760000000002,2.6870000000000003,153.5850068565104,71.06,0.0,6.0,13.0,0.0,0.16216216216216217,0.2727272727272727
ON=C(c1ccccc1)C(F)(F)C(F)(F)F,239.14299999999992,3.062500000000001,86.99750121485206,32.59,1.0,2.0,2.0,1.0,0.1388888888888889,0.21212121212121213
FCC(F)(Cl)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,350.5299999999999,4.666800000000001,107.21859477620568,0.0,0.0,0.0,6.0,0.0,0.14705882352941177,0.15151515151515152
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C[CH2][Sn]([c]1ccccc1)([c]1ccccc1)[c]1ccccc1,697.1230000000002,7.285700000000007,223.2344411350503,0.0,0.0,0.0,10.0,3.0,0.21052631578947367,0.25
C=CCOCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,290.12499999999994,3.657200000000001,95.20760665226454,9.23,0.0,1.0,6.0,0.0,0.20588235294117646,0.21212121212121213
COC(=O)c1ccc(C(F)(F)C(F)(F)C(F)(F)F)cc1,304.16099999999994,3.7626000000000017,107.6899288415143,26.3,0.0,2.0,3.0,1.0,0.21052631578947367,0.25
O=C(C(F)C(F)(F)C(F)(F)F)N1CCCCC1,263.181,2.534600000000001,93.56752497727776,20.31,0.0,1.0,2.0,1.0,0.16216216216216217,0.2
O=C(NSN=C(C(F)(F)F)C(F)(F)F)NSN=C(C(F)(F)F)C(F)(F)F,450.23,4.5432,142.75495008154854,65.85,2.0,5.0,4.0,0.0,0.14705882352941177,0.1875
O=C(O)c1ccccc1C(=O)C(F)(C(F)(F)F)C(F)(F)F,318.1439999999999,3.4004000000000003,111.53213946424718,54.37,1.0,2.0,3.0,1.0,0.16666666666666666,0.24242424242424243
O=[N+]([O-])c1ccc(C=CC(F)(F)C(F)F)cc1,249.16299999999995,3.5084000000000017,93.51668587910387,43.14,0.0,2.0,4.0,1.0,0.09090909090909091,0.09302325581395349
CC1(O)c2ccccc2C(F)(C(F)(F)F)C1(F)F,270.1719999999999,3.2701,98.03772870770418,20.23,1.0,1.0,0.0,2.0,0.1,0.10256410256410256
CC(C)SC(=O)C(F)(F)C(F)(F)F,222.17799999999997,2.8522000000000016,75.67627073985277,17.07,0.0,2.0,2.0,0.0,0.1875,0.27586206896551724
FC(F)(F)C(F)(F)Nc1ccccc1,211.13300000000004,3.2536000000000005,76.5388265465294,12.03,1.0,1.0,2.0,1.0,0.12121212121212122,0.2
O=C(c1ccccc1)C1CN=NC1(C(F)(F)F)C(F)(F)F,310.1969999999999,3.814700000000001,114.21673701443764,41.79,0.0,3.0,2.0,2.0,0.13333333333333333,0.16279069767441862
FC(F)(F)C(F)(F)P(F)(F)(Cl)Cl,258.88800000000003,4.771399999999999,71.3682398380903,0.0,0.0,0.0,1.0,0.0,0.14814814814814814,0.15384615384615385
CCOC(=O)COC(C(F)(F)F)(C(F)(F)F)C(F)(F)F,322.12299999999993,2.9918000000000013,105.17227701399942,35.53,0.0,3.0,4.0,0.0,0.16666666666666666,0.20588235294117646
FC(F)(F)C1C(F)(F)OC(F)(F)C1(F)F,248.04399999999995,3.016,75.79655218772974,9.23,0.0,1.0,0.0,1.0,0.08823529411764706,0.09090909090909091
O=C(c1ccccc1)C(F)(F)C(F)C(F)(F)F,256.1449999999999,3.405000000000001,92.04590609468455,17.07,0.0,1.0,3.0,1.0,0.13157894736842105,0.2
C=CC(CCC)Oc1c([N+](=O)[O-])cc([N+](=O)[O-])c2nc(C(F)(F)C(F)(F)F)[nH]c12,424.282,4.766900000000002,158.0189836253192,124.19,1.0,6.0,8.0,2.0,0.07575757575757576,0.07692307692307693
O=C(O)C=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,440.102,5.0013000000000005,136.77291392134802,37.3,1.0,1.0,7.0,0.0,0.3448275862068966,0.46153846153846156
C=CCC(CC(F)=C(F)F)C(O)(C(F)(F)F)C(F)(F)F,316.16299999999995,4.502100000000001,106.92857637156264,20.23,1.0,1.0,5.0,0.0,0.125,0.1282051282051282
FC(F)(F)C1(F)C(F)(F)C(F)(F)C2(F)C(F)(F)C(F)(F)C(F)(F)C1(C(F)(F)F)C2(F)F,512.081,6.353000000000003,153.68771792326183,0.0,0.0,0.0,0.0,2.0,0.08571428571428572,0.08823529411764706
CCOC(=O)C=C(N)C(F)(F)C(F)(F)F,233.13599999999997,1.5897,81.68193572321948,52.32,1.0,3.0,3.0,0.0,0.15384615384615385,0.2222222222222222
CCCCCCCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,658.5210000000002,12.25729999999998,232.31196362309413,0.0,0.0,0.0,22.0,0.0,0.25,0.25806451612903225
CO[Si](CCCOC(F)(F)C(F)C(F)(F)F)(OC)OC,330.2970000000001,2.764400000000001,112.8571541106892,36.92,0.0,4.0,9.0,0.0,0.09523809523809523,0.07142857142857142
CC(C)(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,460.152,5.469500000000003,143.83147237081135,20.23,1.0,1.0,8.0,0.0,0.1935483870967742,0.2
CC[NH+]1C=CN(C(F)(F)C(F)F)C1.[I-],326.07499999999993,-2.5025999999999984,96.55907089724124,7.680000000000001,1.0,1.0,3.0,1.0,0.06976744186046512,0.07142857142857142
FC(F)(c1ccccc1)C(F)(F)C1CCCCC1,260.27399999999994,4.994000000000002,104.00725049284554,0.0,0.0,0.0,3.0,2.0,0.075,0.10526315789473684
C=CC(C)OC(F)(F)C(F)F,172.12099999999998,2.4354000000000005,61.65004540884016,9.23,0.0,1.0,4.0,0.0,0.08333333333333333,0.08571428571428572
FC1(F)OC(F)(I)C(F)(F)C(F)(F)C1(F)F,373.94,3.5736,95.05839030877335,9.23,0.0,1.0,0.0,1.0,0.030303030303030304,0.03125
O=C1OC(C(F)(F)F)(C(F)(F)F)C=C1O,236.067,1.8485000000000005,77.93104091340318,46.53,1.0,3.0,0.0,1.0,0.1388888888888889,0.14285714285714285
O=C(O)C(F)(F)C(F)OC(F)(F)C(F)(F)C(F)(F)F,312.059,2.8089000000000004,96.2886167108216,46.53,1.0,2.0,5.0,0.0,0.23529411764705882,0.36666666666666664
O=C([O-])NNC(=O)OC(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C1CCCCC1,661.3289999999997,6.299000000000002,222.4171633524267,90.49,2.0,4.0,11.0,1.0,0.19230769230769232,0.22
Cc1cccc(C2C(F)(F)C2(F)F)c1,204.166,3.362820000000002,78.54748203525911,0.0,0.0,0.0,1.0,2.0,0.025,0.02564102564102564
COc1ccccc1SC(F)(F)C(F)C(F)(F)F,290.22799999999995,4.280500000000002,103.12103924951292,9.23,0.0,2.0,4.0,1.0,0.06666666666666667,0.06818181818181818
CCOC(=C=C(C(F)(F)F)C(F)(F)F)SCC,280.233,4.267300000000001,98.50944955106344,9.23,0.0,2.0,4.0,0.0,0.1282051282051282,0.10256410256410256
FC(F)(F)C1(C(F)(F)F)Oc2cc(Br)c(Br)cc2O1,415.9090000000001,4.8037,118.47579639701144,18.46,0.0,2.0,0.0,2.0,0.08333333333333333,0.08571428571428572
O=C(O)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)F,280.042,2.4708,85.75813919349874,46.53,1.0,2.0,4.0,0.0,0.26666666666666666,0.4230769230769231
Nc1c(Br)cc(OC(F)(F)C(F)C(F)(F)F)cc1Br,416.941,4.665800000000001,119.7079730180465,35.25,1.0,2.0,3.0,1.0,0.06976744186046512,0.07142857142857142
Nc1c(Br)cc(C(F)(C(F)(F)F)C(F)(F)F)c2ncccc12,391.084,4.868900000000001,126.7937280985062,38.91,1.0,2.0,1.0,2.0,0.08333333333333333,0.0851063829787234
NCCCCCC=C(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,349.21199999999993,4.827100000000002,118.69431386588644,26.02,1.0,1.0,7.0,0.0,0.13513513513513514,0.17142857142857143
COC/C=C(\F)C(F)(F)C(F)(F)C(F)(F)F,258.10799999999995,3.3191000000000006,84.6771291349417,9.23,0.0,1.0,4.0,0.0,0.2,0.24242424242424243
CC(C)(C/C=C(\F)C(F)(F)C(F)(F)C(F)(F)F)[N+](=O)[O-],315.16,4.118100000000002,106.94644385672784,43.14,0.0,2.0,5.0,0.0,0.2,0.23684210526315788
C=C(C=C(F)C(F)(F)F)C(F)(F)F,208.076,3.5206,68.34350335592772,0.0,0.0,0.0,1.0,0.0,0.12903225806451613,0.13333333333333333
CCCCCCN.O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,415.243,4.699900000000003,139.8759814211625,63.32000000000001,2.0,2.0,8.0,0.0,0.2631578947368421,0.5666666666666667
FC(Oc1cccc(OC(F)=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1)=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,970.2260000000006,13.408599999999996,302.4764492727731,18.46,0.0,2.0,16.0,1.0,0.23076923076923078,0.3055555555555556
O=C(Oc1cccc([N+](=O)[O-])c1)C(F)(F)C(F)(F)C(F)(F)F,335.1309999999999,3.3331,115.97796244961748,69.44,0.0,4.0,4.0,1.0,0.17391304347826086,0.23255813953488372
CCC(=O)C(C)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,404.166,5.3404000000000025,130.70215450988042,17.07,0.0,1.0,7.0,0.0,0.30303030303030304,0.3548387096774194
O=C1CCCCC1C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,466.1839999999999,6.119800000000003,150.75727839099687,17.07,0.0,1.0,6.0,1.0,0.25,0.2571428571428571
FC(F)(F)C(F)(Br)Br,259.822,2.9618,59.501429965213816,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,0.19047619047619047
FC(C(F)C(F)(F)C(F)(F)F)C(F)(F)F,252.051,3.4225000000000003,75.85437351467833,0.0,0.0,0.0,2.0,0.0,0.14285714285714285,0.14814814814814814
O=S(=O)(O)C(F)(F)C(F)(F)F,200.08399999999995,1.0293,57.56050616689796,54.370000000000005,1.0,2.0,1.0,0.0,0.6,0.24
FC(F)(F)C(F)(F)C1(F)OC(F)(F)C(F)(F)C1(F)F,316.041,3.7434,94.65810051090504,9.23,0.0,1.0,1.0,1.0,0.12121212121212122,0.125
O=S(=O)(O)C(F)(F)C(F)(F)C(F)(F)F,250.09099999999992,1.6646000000000003,72.25651908714704,54.370000000000005,1.0,2.0,2.0,0.0,0.7894736842105263,0.32
CCOC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,364.101,4.719200000000002,112.55935129615372,9.23,0.0,1.0,6.0,0.0,0.27586206896551724,0.2857142857142857
CCCCCCCC[C@H]1OC(C(F)(F)F)(C(F)(F)F)O[C@H]1CC,350.343,5.7519000000000045,132.062912352424,18.46,0.0,2.0,8.0,1.0,0.06976744186046512,0.07142857142857142
CNC(=S)NCC(F)(F)C(F)(F)C(F)(F)F,272.189,1.9132,91.1812140347172,24.06,2.0,1.0,3.0,0.0,0.2,0.20588235294117646
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(I)C(F)(F)F,445.944,5.117700000000001,113.97775995889728,0.0,0.0,0.0,3.0,0.0,0.3333333333333333,0.34782608695652173
O=P(OCC(F)(F)C(F)(F)C(F)(F)C(F)F)(OCC(F)(F)C(F)(F)C(F)(F)C(F)F)OCC(F)(F)C(F)(F)C(F)(F)C(F)F,740.1590000000002,8.657300000000003,224.7115366626074,44.760000000000005,0.0,4.0,18.0,0.0,0.13513513513513514,0.1388888888888889
CC(O)C(F)(F)C(F)(F)C(F)(F)F,214.08,2.2001000000000004,68.15200105809564,20.23,1.0,1.0,2.0,0.0,0.25925925925925924,0.2692307692307692
FC(F)=C(F)OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,432.0539999999999,5.666000000000002,129.47989970225504,18.46,0.0,2.0,6.0,0.0,0.23529411764705882,0.20588235294117646
O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F.[NH4+],463.1119999999999,3.824699999999999,141.39886060600855,76.63,1.0,2.0,8.0,0.0,0.20588235294117646,0.3333333333333333
FC(=C(F)C(F)(C(F)(F)F)C(F)(F)F)C(F)(F)F,300.0419999999999,4.5322000000000005,89.86078340274315,0.0,0.0,0.0,1.0,0.0,0.18518518518518517,0.19230769230769232
O=P(O)(O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F.[Na+].[Na+],458.043,-2.4547,179.9937512031219,66.76,2.0,2.0,8.0,0.0,0.175,0.1794871794871795
N.O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)Cl,497.557,5.511699999999999,151.70212683289026,72.3,2.0,2.0,7.0,0.0,0.23529411764705882,0.5769230769230769
O=C(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F,996.1200000000008,10.8676,296.6317897254945,63.22000000000001,0.0,6.0,16.0,0.0,0.2571428571428571,0.2647058823529412
O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[Na+],386.03899999999993,-0.5209000000000006,138.45001942720197,40.13,0.0,2.0,5.0,0.0,0.37037037037037035,0.5652173913043478
CC[N+](CC)(CC)CC.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,429.345,3.840100000000003,144.84770523289686,57.2,0.0,3.0,7.0,0.0,0.3870967741935484,0.23529411764705882
NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,299.1139999999999,1.7006,87.42456258678328,60.16,1.0,2.0,3.0,0.0,0.5217391304347826,0.3076923076923077
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC1CO1,376.1120000000001,4.514100000000001,117.9184622570211,12.53,0.0,1.0,6.0,1.0,0.25,0.25806451612903225
COC(=O)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F,676.1160000000003,6.869500000000003,205.5415736859636,53.99000000000001,0.0,5.0,10.0,0.0,0.23684210526315788,0.24324324324324326
CN(C)CCCNS(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,512.332,3.9864000000000015,167.34098838485636,49.41,1.0,3.0,12.0,0.0,0.2619047619047619,0.20930232558139536
C=CC(=O)OCCCCN(C)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,639.3240000000002,5.724300000000004,206.1335584535095,63.68,0.0,4.0,14.0,0.0,0.3111111111111111,0.2608695652173913
FC(F)=C(F)OC1(F)OC(F)(C(F)(F)F)C(F)(F)OC1(F)C(F)(F)F,410.057,4.757200000000001,125.25654297238025,27.69,0.0,3.0,2.0,1.0,0.1,0.10256410256410256
