PREFERRED NAME,CASRN,SMILES,MOLECULAR FORMULA,AVERAGE MASS,Canonical SMILES
"Bis(2-(ethyl((heptadecafluorooctyl)sulphonyl)amino)ethyl) (4-methyl-1,3-phenylene)biscarbamate",21055-88-9,CCN(CCOC(=O)NC1=CC=C(C)C(NC(=O)OCCN(CC)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)=C1)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C33H26F34N4O8S2,1316.66,CCN(CCOC(=O)Nc1ccc(C)c(NC(=O)OCCN(CC)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
"Sodium 2,2,3,3-tetrafluoropropionate",22898-01-7,[Na+].[O-]C(=O)C(F)(F)C(F)F,C3HF4NaO2,168.022,O=C([O-])C(F)(F)C(F)F.[Na+]
Ammonium perfluorooctanesulfonate,29081-56-9,[NH4+].[O-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C8H4F17NO3S,517.16,O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[NH4+]
Perfluorooctadecyl iodide,29809-35-6,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)I,C18F37I,1046.043,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)I
N-Allylperfluorobutanesulfonamide,40630-65-7,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)S(=O)(=O)NCC=C,C7H6F9NO2S,339.18,C=CCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
"2,2,3,3,4,4,4-Heptafluorobutanoyl nitrite",663-25-2,FC(F)(F)C(F)(F)C(F)(F)C(=O)ON=O,C4F7NO3,243.037,O=NOC(=O)C(F)(F)C(F)(F)C(F)(F)F
"1-Ethoxy-2-(1,1,2,2-tetrafluoroethoxy)benzene",847991-53-1,CCOC1=CC=CC=C1OC(F)(F)C(F)F,C10H10F4O2,238.182,CCOc1ccccc1OC(F)(F)C(F)F
Potassium perfluoroheptanesulfonate,60270-55-5,[K+].[O-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C7F15KO3S,488.21,O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[K+]
"N-(2-Carboxyethyl)-N,N-dimethyl-3-[[(perfluorohexyl)ethylsulfonyl]amino]propanaminium",61798-69-4,C[N+](C)(CCCNS(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CCC([O-])=O,C16H21F13N2O4S,584.39,C[N+](C)(CCCNS(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CCC(=O)[O-]
"3-Amino-3-[4-(1,1,2,2-tetrafluoroethoxy)phenyl]propanoic acid",773122-82-0,NC(CC(O)=O)C1=CC=C(OC(F)(F)C(F)F)C=C1,C11H11F4NO3,281.207,NC(CC(=O)O)c1ccc(OC(F)(F)C(F)F)cc1
"1-Bromo-4-(1,1,2,2,3,3,4,4,5,5,6,6,7,7,10,10,10-heptadecafluorodecyl)benzene",195324-88-0,FC(F)(F)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=CC=C(Br)C=C1,C16H8BrF17,603.117,FC(F)(F)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)c1ccc(Br)cc1
"(3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10-Hexadecafluorododecane-1,12-diyl)bis(trichlorosilane)",445303-83-3,FC(F)(CC[Si](Cl)(Cl)Cl)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC[Si](Cl)(Cl)Cl,C12H8Cl6F16Si2,725.04,FC(F)(CC[Si](Cl)(Cl)Cl)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC[Si](Cl)(Cl)Cl
"1-[4-(4-Chloro-1,1,2,2,3,3,4,4-octafluorobutane-1-sulfonyl)-5-methyl-3-phenyl-2,3-dihydrofuran-2-yl]ethan-1-one",771491-68-0,CC(=O)C1OC(C)=C(C1C1=CC=CC=C1)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Cl,C17H13ClF8O4S,500.78,CC(=O)C1OC(C)=C(S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Cl)C1c1ccccc1
1-(Perfluorononyl)-2-iodoethane,65510-56-7,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCI,C11H4F19I,624.027,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCI
Trichloro[4-(perfluorooctyl)phenyl]silane,753025-21-7,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=CC=C(C=C1)[Si](Cl)(Cl)Cl,C14H4Cl3F17Si,629.59,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)c1ccc([Si](Cl)(Cl)Cl)cc1
"2-[N-(1,1-Dihydroperfluorotridecylsulfonyl)-N-methylamino]ethyl acrylate",66008-67-1,CN(CCOC(=O)C=C)S(=O)(=O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C19H12F25NO4S,825.33,C=CC(=O)OCCN(C)S(=O)(=O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
2-(Methyl((perfluorohexyl)methylsulfonyl)amino)ethyl 2-propenoate,66008-70-6,CN(CCOC(=O)C=C)S(=O)(=O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C13H12F13NO4S,525.28,C=CC(=O)OCCN(C)S(=O)(=O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
"2,2,3,3,4,4,4-Heptafluorobutyl heptafluorobutanoate",308-45-2,FC(F)(F)C(F)(F)C(F)(F)COC(=O)C(F)(F)C(F)(F)C(F)(F)F,C8H2F14O2,396.08,O=C(OCC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F
"Bis(2,2,3,3,4,4,5,5-octafluoropentyl) but-2-enedioate",63137-87-1,FC(F)C(F)(F)C(F)(F)C(F)(F)COC(=O)C=CC(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)F,C14H8F16O4,544.188,O=C(C=CC(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)F)OCC(F)(F)C(F)(F)C(F)(F)C(F)F
4-[Methyl[(pentadecafluoroheptyl)sulfonyl]amino]butyl methacrylate,67906-38-1,CN(CCCCOC(=O)C(C)=C)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C16H16F15NO4S,603.34,C=C(C)C(=O)OCCCCN(C)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
4-(Methyl((undecafluoropentyl)sulphonyl)amino)butyl methacrylate,67906-40-5,CN(CCCCOC(=O)C(C)=C)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C14H16F11NO4S,503.33,C=C(C)C(=O)OCCCCN(C)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
"2-Propenoic acid, 2-methyl-, 2-[ethyl[(pentadecafluoroheptyl)sulfonyl]amino]ethyl ester",67939-36-0,CCN(CCOC(=O)C(C)=C)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C15H14F15NO4S,589.32,C=C(C)C(=O)OCCN(CC)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
2-(Butyl((pentadecafluoroheptyl)sulphonyl)amino)ethyl acrylate,68298-60-2,CCCCN(CCOC(=O)C=C)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C16H16F15NO4S,603.34,C=CC(=O)OCCN(CCCC)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
N-Ethyl-N-[(nonafluorobutyl)sulfonyl]glycine,68957-33-5,CCN(CC(O)=O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C8H8F9NO4S,385.2,CCN(CC(=O)O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
"Perfluoro-3,5,7,9-butaoxadecanoic acid",39492-90-5,OC(=O)C(F)(F)OC(F)(F)OC(F)(F)OC(F)(F)OC(F)(F)F,C6HF11O6,378.05,O=C(O)C(F)(F)OC(F)(F)OC(F)(F)OC(F)(F)OC(F)(F)F
Perfluoro-2-pentene,72804-49-0,FC(=C(F)C(F)(F)C(F)(F)F)C(F)(F)F,C5F10,250.039,FC(=C(F)C(F)(F)C(F)(F)F)C(F)(F)F
"1,5-bis(Methoxy)perfluoro-3-pentanone",1422-71-5,COC(F)(F)C(F)(F)C(=O)C(F)(F)C(F)(F)OC,C7H6F8O3,290.109,COC(F)(F)C(F)(F)C(=O)C(F)(F)C(F)(F)OC
Perfluoro-2-methylbutane,594-91-2,FC(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,C5F12,288.036,FC(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F
"1,2,3,3,3-Pentafluoropropene",2252-83-7,FC=C(F)C(F)(F)F,C3HF5,132.033,FC=C(F)C(F)(F)F
"2,2,3,3,4,5,5,5-Octafluoro-4-(trifluoromethyl)pentanoyl chloride",88639-59-2,FC(F)(F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)C(Cl)=O,C6ClF11O,332.5,O=C(Cl)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F
"2,4,6-Trichloro-2,3,3,4,5,5,6-heptafluoro-6-iodohexanoyl chloride",88639-64-9,FC(Cl)(I)C(F)(F)C(F)(Cl)C(F)(F)C(F)(Cl)C(Cl)=O,C6Cl4F7IO,489.76,O=C(Cl)C(F)(Cl)C(F)(F)C(F)(Cl)C(F)(F)C(F)(Cl)I
"1,3,3-Trichloro-1,1,2,2-tetrafluoropropane",422-54-8,FC(F)(Cl)C(F)(F)C(Cl)Cl,C3HCl3F4,219.38,FC(F)(Cl)C(F)(F)C(Cl)Cl
Methyl 4-(nonafluorobutyl)benzoate,88951-00-2,COC(=O)C1=CC=C(C=C1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C12H7F9O2,354.172,COC(=O)c1ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1
"1,1,1-Trichloro-2,2,3,3-tetrafluoropropane",422-51-5,FC(F)C(F)(F)C(Cl)(Cl)Cl,C3HCl3F4,219.38,FC(F)C(F)(F)C(Cl)(Cl)Cl
"1-Chloro-1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8-hexadecafluorooctane",423-53-0,FC(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Cl,C8HClF16,436.52,FC(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Cl
"1,1,1,2,2,3,4,4,5,5,5-Undecafluoropentane",95576-22-0,FC(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C5HF11,270.045,FC(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F
"1-(1,1,2,2-Tetrafluoroethoxy)propadiene",106609-52-3,FC(F)C(F)(F)OC=C=C,C5H4F4O,156.08,C=C=COC(F)(F)C(F)F
"[3,3-Difluoro-2-(tetrafluoroethylidene)cyclobutyl]benzene",109270-36-2,FC(=C1C(CC1(F)F)C1=CC=CC=C1)C(F)(F)F,C12H8F6,266.186,FC(=C1C(c2ccccc2)CC1(F)F)C(F)(F)F
"4,4,5,5,6,6,7,7,8,8,9,9,9-Tridecafluoro-2-methylnon-2-ene",112343-55-2,CC(C)=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C10H7F13,374.145,CC(C)=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
"Diethyl 1,1,1,2,2,3-hexafluorooct-3-en-4-yl phosphate",113138-44-6,CCCCC(OP(=O)(OCC)OCC)=C(F)C(F)(F)C(F)(F)F,C12H19F6O4P,372.244,CCCCC(OP(=O)(OCC)OCC)=C(F)C(F)(F)C(F)(F)F
N-Ethyl-N-(heptafluoropropyl)-2-hydroxyethane-1-sulfonamide,113366-08-8,CCN(C(F)(F)C(F)(F)C(F)(F)F)S(=O)(=O)CCO,C7H10F7NO3S,321.21,CCN(C(F)(F)C(F)(F)C(F)(F)F)S(=O)(=O)CCO
"1-{2-[(1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-Heptadecafluorooctane-1-sulfonyl)amino]ethyl}pyridin-1-ium chloride",133804-78-1,[Cl-].FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)S(=O)(=O)NCC[N+]1=CC=CC=C1,C15H10ClF17N2O2S,640.74,O=S(=O)(NCC[n+]1ccccc1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[Cl-]
"1,1,1,2,3,4,4-Heptafluoro-4-[(trifluoroethenyl)oxy]but-2-ene",136132-94-0,FC(F)=C(F)OC(F)(F)C(F)=C(F)C(F)(F)F,C6F10O,278.049,FC(F)=C(F)OC(F)(F)C(F)=C(F)C(F)(F)F
"Ethyl 4,4,5,5-tetrafluoro-3-hydroxypent-2-enoate",138709-59-8,CCOC(=O)C=C(O)C(F)(F)C(F)F,C7H8F4O3,216.132,CCOC(=O)C=C(O)C(F)(F)C(F)F
"Ethyl 5-chloro-2,2,3,3,4,4-hexafluoropentanoate",139265-07-9,CCOC(=O)C(F)(F)C(F)(F)C(F)(F)CCl,C7H7ClF6O2,272.57,CCOC(=O)C(F)(F)C(F)(F)C(F)(F)CCl
"1,1'-(1,1,2,2-Tetrafluoroethane-1,2-diyl)di(pyrrolidin-2-one)",143697-60-3,FC(F)(N1CCCC1=O)C(F)(F)N1CCCC1=O,C10H12F4N2O2,268.212,O=C1CCCN1C(F)(F)C(F)(F)N1CCCC1=O
"6,6,7,7,8,8,9,9,10,10,10-Undecafluorodec-1-en-3-one",144055-27-6,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCC(=O)C=C,C10H7F11O,352.147,C=CC(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
"4-[(3,3,4,4,5,5,6,6,7,7,8,8,8-Tridecafluorooctyl)oxy]aniline",147395-06-0,NC1=CC=C(OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C=C1,C14H10F13NO,455.219,Nc1ccc(OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1
"2-(2,3,3,4,4,5,5-Heptafluoropentyl)oxolane",194348-01-1,FC(F)C(F)(F)C(F)(F)C(F)CC1CCCO1,C9H11F7O,268.175,FC(F)C(F)(F)C(F)(F)C(F)CC1CCCO1
"N-{2-[(4,4,5,5,6,6,6-Heptafluoro-3-oxohexyl)sulfanyl]ethyl}-L-valine",194031-59-9,CC(C)[C@H](NCCSCCC(=O)C(F)(F)C(F)(F)C(F)(F)F)C(O)=O,C13H18F7NO3S,401.34,CC(C)[C@H](NCCSCCC(=O)C(F)(F)C(F)(F)C(F)(F)F)C(=O)O
"3-{2-[Bis(1,1,2,2-tetrafluoro-2-hydroxyethyl)amino]phenyl}prop-2-enal",192082-41-0,OC(F)(F)C(F)(F)N(C1=CC=CC=C1C=CC=O)C(F)(F)C(O)(F)F,C13H9F8NO3,379.206,O=CC=Cc1ccccc1N(C(F)(F)C(O)(F)F)C(F)(F)C(O)(F)F
"1,1'-[Peroxybis(carbonyloxy)]bis(2,2,3,3,4,4,5,5-octafluoropentane)",188715-78-8,FC(F)C(F)(F)C(F)(F)C(F)(F)COC(=O)OOC(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)F,C12H6F16O6,550.148,O=C(OCC(F)(F)C(F)(F)C(F)(F)C(F)F)OOC(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)F
"1,1'-(Octane-2,2-diyl)bis[4-(1,1,2,2-tetrafluoroethoxy)benzene]",163036-62-2,CCCCCCC(C)(C1=CC=C(OC(F)(F)C(F)F)C=C1)C1=CC=C(OC(F)(F)C(F)F)C=C1,C24H26F8O2,498.457,CCCCCCC(C)(c1ccc(OC(F)(F)C(F)F)cc1)c1ccc(OC(F)(F)C(F)F)cc1
"(4S,6S)-1,1,2,2,3,3,4,5,5,6-Decafluorocyclohexane",2995-01-9,F[C@H]1C(F)(F)[C@H](F)C(F)(F)C(F)(F)C1(F)F,C6H2F10,264.066,F[C@H]1C(F)(F)[C@H](F)C(F)(F)C(F)(F)C1(F)F
"2,5-Bis(pentadecafluoroheptyl)-1,3,4-oxadiazole",1555-24-4,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=NN=C(O1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C16F30N2O,806.141,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)c1nnc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)o1
"1,1,2,2,3,3,4,4,4-Nonafluoro-N-[1-(morpholin-4-yl)ethylidene]butane-1-sulfonamide",292165-43-6,CC(=NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)N1CCOCC1,C10H11F9N2O3S,410.25,CC(=NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)N1CCOCC1
11-(Perfluoropentyl)undecanoic acid,2803-40-9,OC(=O)CCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C16H21F11O2,454.324,O=C(O)CCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
Phosphorous acid--4-(tridecafluorohexyl)phenol (1/3),201936-68-7,OP(O)O.OC1=CC=C(C=C1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.OC1=CC=C(C=C1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.OC1=CC=C(C=C1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C36H18F39O6P,1318.445,OP(O)O.Oc1ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1.Oc1ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1.Oc1ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1
"1,1,3,3,4-Pentafluoro-1,3-dihydro-2-benzofuran",20687-99-4,FC1=CC=CC2=C1C(F)(F)OC2(F)F,C8H3F5O,210.103,Fc1cccc2c1C(F)(F)OC2(F)F
"1,1,1,2,2,4,5,5-Octafluoropentan-3-one",370862-44-5,FC(F)C(F)C(=O)C(F)(F)C(F)(F)F,C5H2F8O,230.057,O=C(C(F)C(F)F)C(F)(F)C(F)(F)F
4-[4-(Heptadecafluorooctyl)phenoxy]phenol,404580-53-6,OC1=CC=C(OC2=CC=C(C=C2)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C=C1,C20H9F17O2,604.263,Oc1ccc(Oc2ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc2)cc1
"1,1,1,3,4,4,4-Heptafluoro-3-(trifluoromethyl)butan-2-yl prop-2-enoate",402513-30-8,FC(F)(F)C(OC(=O)C=C)C(F)(C(F)(F)F)C(F)(F)F,C8H4F10O2,322.102,C=CC(=O)OC(C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F
"1-(1-Chloro-1,2,2,2-tetrafluoroethyl)-2,3,4,5,6-pentafluorobenzene",42900-92-5,FC1=C(F)C(F)=C(C(F)=C1F)C(F)(Cl)C(F)(F)F,C8ClF9,302.52,Fc1c(F)c(F)c(C(F)(Cl)C(F)(F)F)c(F)c1F
"1,1,1,3,5,5,6,6,7,7,7-Undecafluoro-2,4-bis(trifluoromethyl)hept-3-ene",500339-30-0,FC(C(C(F)(F)F)C(F)(F)F)=C(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,C9HF17,432.08,FC(=C(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F)C(C(F)(F)F)C(F)(F)F
"1,1,2,3,3-Pentafluoro-2-methoxypropane",672295-90-8,COC(F)(C(F)F)C(F)F,C4H5F5O,164.075,COC(F)(C(F)F)C(F)F
Tridecafluorohexane-1-sulfinyl azide,64983-18-2,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)S(=O)N=[N+]=[N-],C6F13N3OS,409.13,[N-]=[N+]=NS(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
Nonafluoropentanoic acid - 1-benzylthiourea (1:1),64808-55-5,NC(=S)NCC1=CC=CC=C1.OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C13H11F9N2O2S,430.29,NC(=S)NCc1ccccc1.O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
"2,2,3,3,4,4,5,5,6,6,7,7,7-Tridecafluoro-1-hydrazinylheptan-1-ol",64739-15-7,NNC(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C7H5F13N2O,380.109,NNC(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
"1,1,2,2,3,3-Hexafluoro-1-iodobutane",61951-28-8,CC(F)(F)C(F)(F)C(F)(F)I,C4H3F6I,291.963,CC(F)(F)C(F)(F)C(F)(F)I
"1-Chloro-1,1,2,3,3,4,4-heptafluoro-4-iodo-2-(trifluoromethyl)butane",677-90-7,FC(F)(F)C(F)(C(F)(F)Cl)C(F)(F)C(F)(F)I,C5ClF10I,412.39,FC(F)(F)C(F)(C(F)(F)Cl)C(F)(F)C(F)(F)I
"3-Methyl-2,2-bis(trifluoromethyl)-1,3-oxazolidin-5-one",6458-45-3,CN1CC(=O)OC1(C(F)(F)F)C(F)(F)F,C6H5F6NO2,237.101,CN1CC(=O)OC1(C(F)(F)F)C(F)(F)F
Methyl 3-(pentafluoroethyl)benzoate,64299-46-3,COC(=O)C1=CC(=CC=C1)C(F)(F)C(F)(F)F,C10H7F5O2,254.156,COC(=O)c1cccc(C(F)(F)C(F)(F)F)c1
"2,2,3,3,4,4,5,5,6-Nonafluoro-6-(tridecafluorohexyl)oxane",64191-44-2,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)OC(F)(F)C(F)(F)C(F)(F)C1(F)F,C11F22O,566.085,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)OC(F)(F)C(F)(F)C(F)(F)C1(F)F
"4-[1,1,2-Trifluoro-2-(heptafluoropropoxy)ethoxy]butan-1-ol",640731-95-9,OCCCCOC(F)(F)C(F)OC(F)(F)C(F)(F)C(F)(F)F,C9H10F10O3,356.16,OCCCCOC(F)(F)C(F)OC(F)(F)C(F)(F)C(F)(F)F
"2,4-Difluoro-3-[1,2,2,2-tetrafluoro-1-(trifluoromethyl)ethyl]azete",62888-44-2,FC1=NC(F)=C1C(F)(C(F)(F)F)C(F)(F)F,C6F9N,257.059,FC1=NC(F)=C1C(F)(C(F)(F)F)C(F)(F)F
"Iodozinc(1+) 1,1,1,2,3,3,3-heptafluoropropan-2-ide",62656-71-7,[Zn+]I.F[C-](C(F)(F)F)C(F)(F)F,C3F7IZn,361.31,F[C-](C(F)(F)F)C(F)(F)F.[Zn+][I]
"2,4-Bis[(1,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,9-heptadecafluoronon-1-en-1-yl)oxy]benzene-1-sulfonyl chloride",62623-17-0,FC(OC1=CC(OC(F)=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)=C(C=C1)S(Cl)(=O)=O)=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C24H3ClF34O4S,1068.74,O=S(=O)(Cl)c1ccc(OC(F)=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1OC(F)=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
"5-Methoxy-3,3-bis(trifluoromethyl)-1,2-dithiolane",62378-48-7,COC1CC(SS1)(C(F)(F)F)C(F)(F)F,C6H6F6OS2,272.22,COC1CC(C(F)(F)F)(C(F)(F)F)SS1
"1,3,3,4,4-Pentafluoro-2-(1,2,2,2-tetrafluoroethyl)cyclobut-1-ene",61898-36-0,FC(C1=C(F)C(F)(F)C1(F)F)C(F)(F)F,C6HF9,244.06,FC1=C(C(F)C(F)(F)F)C(F)(F)C1(F)F
"Methyl 2,2-bis(trifluoromethyl)cyclopropane-1-carboxylate",61860-01-3,COC(=O)C1CC1(C(F)(F)F)C(F)(F)F,C7H6F6O2,236.113,COC(=O)C1CC1(C(F)(F)F)C(F)(F)F
"1,1',2,2',2',3,3',3',4,4,4',4',5,5,5',5',6,6,6',6'-Icosafluoro[1,1'-bi(cyclohexan)]-2-ene",61855-74-1,FC1=C(F)C(F)(C(F)(F)C(F)(F)C1(F)F)C1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,C12F20,524.1,FC1=C(F)C(F)(C2(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C2(F)F)C(F)(F)C(F)(F)C1(F)F
