Canonical SMILES,Molecular Weight,LogP,Labute ASA,TPSA,Num H Donors,Num H Acceptors,Num Rotatable Bonds,Num Rings,Tanimoto_to_PFOS,Tanimoto_to_PFOA,Docking Score
CC(=O)Oc1ccc(C(F)(F)C(F)(F)C(F)(F)c2ccc(OC(C)=O)cc2)cc1,420.3050000000001,5.056300000000004,160.5864392029959,52.6,0.0,4.0,6.0,2.0,0.1578947368421052,0.1944444444444444,-7.8359752
Cc1ccc(S(=O)(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,554.271,6.074420000000003,179.1468606803114,43.370000000000005,0.0,3.0,9.0,1.0,0.275,0.2195121951219512,-7.0911908
O=[N+]([O-])CC(O)C(F)(F)C(F)(F)C(F)(F)F,259.07699999999994,1.4569,82.80497678059544,63.370000000000005,1.0,3.0,4.0,0.0,0.2352941176470588,0.2424242424242424,-5.2131934
O=c1[nH]c(=O)n(C2OC(CO)C(O)C2O)cc1CC(F)(F)C(F)(F)F,376.234,-1.1117999999999997,134.64134403044255,124.78000000000002,4.0,7.0,4.0,2.0,0.1071428571428571,0.109090909090909,-6.8462977
O=S(=O)(C(Br)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,659.1050000000002,5.345900000000001,181.7567695648892,68.28,0.0,4.0,8.0,0.0,0.4615384615384615,0.2758620689655172,-6.6373339
O=S(=O)(Cl)C(F)(F)C(F)(F)F,218.53,1.7101000000000002,62.36433801872143,34.14,0.0,2.0,1.0,0.0,0.3333333333333333,0.1923076923076923,-4.3084922
Cc1ccc(I)c(C(O)(C(F)(F)F)C(F)(F)F)c1,384.057,3.911820000000001,111.94045586788044,20.23,1.0,1.0,1.0,1.0,0.1282051282051282,0.131578947368421,-5.8115296
COC(c1cc(C(O)(C(F)(F)F)C(F)(F)F)cc(C(OC)(C(F)(F)F)C(F)(F)F)c1)(C(F)(F)F)C(F)(F)F,604.2280000000002,6.9314000000000044,197.44672784174168,38.69,1.0,3.0,5.0,1.0,0.1351351351351351,0.1388888888888889,-7.1116948
FC1(F)C(Cl)=[C]([Hg][C]2=C(Cl)C(F)(F)C(F)(F)C(F)(F)C2(F)F)C(F)(F)C(F)(F)C1(F)F,719.5960000000003,7.079300000000004,181.17264394775668,0.0,0.0,0.0,2.0,2.0,0.0285714285714285,0.0294117647058823,-6.5558662
NCC(F)(F)C(F)(F)C(F)(F)CN,210.12099999999995,0.8097000000000001,69.87201329699882,52.04,2.0,2.0,4.0,0.0,0.1538461538461538,0.16,-4.740788
CCOC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,292.0969999999999,3.0177000000000005,93.69378967009597,26.3,0.0,2.0,4.0,0.0,0.28125,0.4285714285714285,-5.4534698
FC(F)(I)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)I,653.864,6.853800000000002,158.46608851751282,0.0,0.0,0.0,7.0,0.0,0.217391304347826,0.2272727272727272,-6.3816309
OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,632.1260000000002,7.232100000000005,189.8856398230145,20.23,1.0,1.0,12.0,0.0,0.1875,0.1935483870967742,-6.9307718
